rent_price,location,sq_mt,bedroom_n,bathroom_n
2.335 €/mes,Justicia-Chueca (Distrito Centro. Madrid Capital),86 m²,2,2
870 €/mes,Recoletos (Distrito Salamanca. Madrid Capital),35 m²,1,8ª planta
1.000 €/mes,Justicia-Chueca (Distrito Centro. Madrid Capital),60 m²,2,1
1.600 €/mes,Justicia-Chueca (Distrito Centro. Madrid Capital),85 m²,2,1
750 €/mes,Bellas Vistas (Distrito Tetuán. Madrid Capital),36 m²,1,"20
 €/m²"
2.100 €/mes,Argüelles (Distrito Moncloa-Aravaca. Madrid Capital),148 m²,4,3
1.400 €/mes,Sol (Distrito Centro. Madrid Capital),95 m²,3,2
795 €/mes,El Viso (Distrito Chamartín. Madrid Capital),35 m²,1,7ª planta
550 €/mes,Peñagrande (Distrito Fuencarral-El Pardo. Madrid Capital),21 m²,1,3ª planta
850 €/mes,Chopera (Distrito Arganzuela. Madrid Capital),58 m²,2,1
1.200 €/mes,Ibiza (Distrito Retiro. Madrid Capital),85 m²,2,1
1.000 €/mes,Justicia-Chueca (Distrito Centro. Madrid Capital),75 m²,2,2
2.500 €/mes,Embajadores-Lavapiés (Distrito Centro. Madrid Capital),158 m²,5,3
990 €/mes,Acacias (Distrito Arganzuela. Madrid Capital),59 m²,1,1
1.300 €/mes,Delicias (Distrito Arganzuela. Madrid Capital),118 m²,2,2
850 €/mes,Aluche (Distrito Latina. Madrid Capital),75 m²,3,3ª planta
790 €/mes,Universidad-Malasaña (Distrito Centro. Madrid Capital),36 m²,1,1
1.390 €/mes,Recoletos (Distrito Salamanca. Madrid Capital),65 m²,Sótano,
1.250 €/mes,Legazpi (Distrito Arganzuela. Madrid Capital),90 m²,2,1
1.650 €/mes,Castillejos (Distrito Tetuán. Madrid Capital),115 m²,4,2
950 €/mes,Ríos Rosas (Distrito Chamberí. Madrid Capital),44 m²,2,1
6.000 €/mes,Cortes-Huertas (Distrito Centro. Madrid Capital),316 m²,3,4
900 €/mes,Opañel (Distrito Carabanchel. Madrid Capital),67 m²,3,1
1.500 €/mes,Guindalera (Distrito Salamanca. Madrid Capital),180 m²,2,2
1.200 €/mes,Gaztambide (Distrito Chamberí. Madrid Capital),58 m²,2,1
800 €/mes,Embajadores-Lavapiés (Distrito Centro. Madrid Capital),45 m²,2,1
1.800 €/mes,Embajadores-Lavapiés (Distrito Centro. Madrid Capital),207 m²,4,4
1.000 €/mes,Embajadores-Lavapiés (Distrito Centro. Madrid Capital),70 m²,1,1
1.650 €/mes,Castillejos (Distrito Tetuán. Madrid Capital),70 m²,1,1
2.200 €/mes,Cortes-Huertas (Distrito Centro. Madrid Capital),121 m²,2,2
1.800 €/mes,Castilla (Distrito Chamartín. Madrid Capital),76 m²,1,1
1.500 €/mes,Goya (Distrito Salamanca. Madrid Capital),85 m²,3,1
1.050 €/mes,Embajadores-Lavapiés (Distrito Centro. Madrid Capital),75 m²,2,1
2.200 €/mes,La Paz (Distrito Fuencarral-El Pardo. Madrid Capital),147 m²,3,2
2.000 €/mes,Castellana (Distrito Salamanca. Madrid Capital),109 m²,2,2
1.600 €/mes,Arapiles (Distrito Chamberí. Madrid Capital),97 m²,3,2
800 €/mes,Cortes-Huertas (Distrito Centro. Madrid Capital),50 m²,1,1
800 €/mes,Prosperidad (Distrito Chamartín. Madrid Capital),62 m²,1,1
750 €/mes,El Viso (Distrito Chamartín. Madrid Capital),35 m²,1,4ª planta
2.350 €/mes,Justicia-Chueca (Distrito Centro. Madrid Capital),95 m²,2,2
4.500 €/mes,Almagro (Distrito Chamberí. Madrid Capital),270 m²,4,3
1.390 €/mes,Almagro (Distrito Chamberí. Madrid Capital),70 m²,2,2
820 €/mes,Pueblo Nuevo (Distrito Ciudad Lineal. Madrid Capital),78 m²,1,2
1.700 €/mes,Hispanoamérica (Distrito Chamartín. Madrid Capital),83 m²,1,1
775 €/mes,Guindalera (Distrito Salamanca. Madrid Capital),65 m²,1,1
3.100 €/mes,Peñagrande (Distrito Fuencarral-El Pardo. Madrid Capital),265 m²,5,5
1.500 €/mes,Guindalera (Distrito Salamanca. Madrid Capital),90 m²,3,1
990 €/mes,Sanchinarro (Distrito Hortaleza. Madrid Capital),72 m²,2,2
1.500 €/mes,Estrella (Distrito Retiro. Madrid Capital),108 m²,3,2
1.600 €/mes,Universidad-Malasaña (Distrito Centro. Madrid Capital),110 m²,4,2
1.500 €/mes,Delicias (Distrito Arganzuela. Madrid Capital),99 m²,3,2
915 €/mes,Embajadores-Lavapiés (Distrito Centro. Madrid Capital),64 m²,2,1
790 €/mes,Embajadores-Lavapiés (Distrito Centro. Madrid Capital),50 m²,1,1
2.800 €/mes,Justicia-Chueca (Distrito Centro. Madrid Capital),180 m²,2,2
1.100 €/mes,Hispanoamérica (Distrito Chamartín. Madrid Capital),65 m²,2,1
2.000 €/mes,Hispanoamérica (Distrito Chamartín. Madrid Capital),74 m²,1,1
1.500 €/mes,Pueblo Nuevo (Distrito Ciudad Lineal. Madrid Capital),110 m²,2,2
1.190 €/mes,San Pascual (Distrito Ciudad Lineal. Madrid Capital),45 m²,1,1
1.600 €/mes,Hispanoamérica (Distrito Chamartín. Madrid Capital),76 m²,1,1
2.450 €/mes,Castellana (Distrito Salamanca. Madrid Capital),135 m²,1,1
850 €/mes,Embajadores-Lavapiés (Distrito Centro. Madrid Capital),55 m²,1,1ª planta
4.500 €/mes,Almagro (Distrito Chamberí. Madrid Capital),290 m²,5,4
2.835 €/mes,Aravaca (Distrito Moncloa-Aravaca. Madrid Capital),202 m²,4,4
600 €/mes,Sol (Distrito Centro. Madrid Capital),35 m²,1,1
800 €/mes,Justicia-Chueca (Distrito Centro. Madrid Capital),47 m²,1,1
2.000 €/mes,Almagro (Distrito Chamberí. Madrid Capital),202 m²,3,2
1.000 €/mes,Cuatro Caminos (Distrito Tetuán. Madrid Capital),65 m²,2,2
945 €/mes,Palos de Moguer (Distrito Arganzuela. Madrid Capital),52 m²,1,2
1.500 €/mes,Guindalera (Distrito Salamanca. Madrid Capital),91 m²,2,2
1.200 €/mes,Lucero (Distrito Latina. Madrid Capital),80 m²,3,1
4.500 €/mes,Hispanoamérica (Distrito Chamartín. Madrid Capital),210 m²,4,3
1.100 €/mes,Gaztambide (Distrito Chamberí. Madrid Capital),53 m²,2,1
3.000 €/mes,Recoletos (Distrito Salamanca. Madrid Capital),130 m²,3,2
3.600 €/mes,Recoletos (Distrito Salamanca. Madrid Capital),230 m²,3,2
7.500 €/mes,El Viso (Distrito Chamartín. Madrid Capital),520 m²,5,4
900 €/mes,Fuente del Berro (Distrito Salamanca. Madrid Capital),68 m²,1,1
4.700 €/mes,Recoletos (Distrito Salamanca. Madrid Capital),390 m²,5,4
875 €/mes,Delicias (Distrito Arganzuela. Madrid Capital),75 m²,1,1
1.200 €/mes,Almagro (Distrito Chamberí. Madrid Capital),33 m²,1,"36
 €/m²"
1.250 €/mes,Cortes-Huertas (Distrito Centro. Madrid Capital),60 m²,2,2
1.500 €/mes,Arapiles (Distrito Chamberí. Madrid Capital),100 m²,3,2
1.500 €/mes,Almenara (Distrito Tetuán. Madrid Capital),108 m²,3,2
850 €/mes,San Pascual (Distrito Ciudad Lineal. Madrid Capital),59 m²,2,1
740 €/mes,Aluche (Distrito Latina. Madrid Capital),68 m²,3,1
1.350 €/mes,Justicia-Chueca (Distrito Centro. Madrid Capital),75 m²,3,2
1.490 €/mes,Justicia-Chueca (Distrito Centro. Madrid Capital),67 m²,2,1
750 €/mes,Recoletos (Distrito Salamanca. Madrid Capital),42 m²,1,1
1.500 €/mes,Bellas Vistas (Distrito Tetuán. Madrid Capital),80 m²,4,2
1.650 €/mes,Goya (Distrito Salamanca. Madrid Capital),109 m²,1,2
850 €/mes,Pilar (Distrito Fuencarral-El Pardo. Madrid Capital),67 m²,1,1
750 €/mes,Rejas (Distrito San Blas. Madrid Capital),60 m²,1,1
1.500 €/mes,Almagro (Distrito Chamberí. Madrid Capital),118 m²,Sótano,
2.700 €/mes,Arapiles (Distrito Chamberí. Madrid Capital),200 m²,2,2
1.225 €/mes,Universidad-Malasaña (Distrito Centro. Madrid Capital),85 m²,2,2
1.250 €/mes,Castillejos (Distrito Tetuán. Madrid Capital),88 m²,2,2
1.050 €/mes,Castilla (Distrito Chamartín. Madrid Capital),65 m²,1,1
1.300 €/mes,Arapiles (Distrito Chamberí. Madrid Capital),68 m²,3,1
800 €/mes,Ríos Rosas (Distrito Chamberí. Madrid Capital),33 m²,2,1
800 €/mes,Universidad-Malasaña (Distrito Centro. Madrid Capital),45 m²,2,1
700 €/mes,Universidad-Malasaña (Distrito Centro. Madrid Capital),50 m²,1,3ª planta
850 €/mes,Justicia-Chueca (Distrito Centro. Madrid Capital),46 m²,1,1
790 €/mes,Opañel (Distrito Carabanchel. Madrid Capital),52 m²,2,1
2.500 €/mes,Embajadores-Lavapiés (Distrito Centro. Madrid Capital),110 m²,5,2
2.475 €/mes,Sol (Distrito Centro. Madrid Capital),192 m²,4,2
1.300 €/mes,Prosperidad (Distrito Chamartín. Madrid Capital),85 m²,3,1
720 €/mes,Universidad-Malasaña (Distrito Centro. Madrid Capital),27 m²,1,2ª planta
1.800 €/mes,Costillares (Distrito Ciudad Lineal. Madrid Capital),150 m²,3,2
1.195 €/mes,Recoletos (Distrito Salamanca. Madrid Capital),55 m²,1,1
1.100 €/mes,Palacio (Distrito Centro. Madrid Capital),80 m²,2,2
2.200 €/mes,Hispanoamérica (Distrito Chamartín. Madrid Capital),94 m²,2,2
900 €/mes,La Paz (Distrito Fuencarral-El Pardo. Madrid Capital),85 m²,1,1
1.395 €/mes,Justicia-Chueca (Distrito Centro. Madrid Capital),55 m²,2,1
900 €/mes,Puerta del Ángel (Distrito Latina. Madrid Capital),71 m²,3,1
2.200 €/mes,Hispanoamérica (Distrito Chamartín. Madrid Capital),76 m²,1,2
2.700 €/mes,Bellas Vistas (Distrito Tetuán. Madrid Capital),140 m²,3,2
700 €/mes,Palacio (Distrito Centro. Madrid Capital),45 m²,1,1
1.800 €/mes,Prosperidad (Distrito Chamartín. Madrid Capital),120 m²,3,2
700 €/mes,Embajadores-Lavapiés (Distrito Centro. Madrid Capital),34 m²,1,1
1.600 €/mes,Sol (Distrito Centro. Madrid Capital),90 m²,2,2
800 €/mes,Bellas Vistas (Distrito Tetuán. Madrid Capital),39 m²,2,1
380 €/mes,Guindalera (Distrito Salamanca. Madrid Capital),2ª planta,,"Avísame si baja





Guardar




Contactar"
2.200 €/mes,Justicia-Chueca (Distrito Centro. Madrid Capital),100 m²,3,2
1.000 €/mes,Concepción (Distrito Ciudad Lineal. Madrid Capital),77 m²,2,1
1.100 €/mes,Ibiza (Distrito Retiro. Madrid Capital),54 m²,2,1
1.300 €/mes,Simancas (Distrito San Blas. Madrid Capital),90 m²,2,2
1.200 €/mes,Sol (Distrito Centro. Madrid Capital),50 m²,1,1
800 €/mes,Guindalera (Distrito Salamanca. Madrid Capital),47 m²,1,1
825 €/mes,Guindalera (Distrito Salamanca. Madrid Capital),60 m²,1,1
770 €/mes,Virgen del Cortijo-Manoteras (Distrito Hortaleza. Madrid Capital),50 m²,1,2ª planta
2.000 €/mes,Justicia-Chueca (Distrito Centro. Madrid Capital),82 m²,1,2
1.300 €/mes,Justicia-Chueca (Distrito Centro. Madrid Capital),100 m²,3,2
1.890 €/mes,Sol (Distrito Centro. Madrid Capital),70 m²,3,2
700 €/mes,Almenara (Distrito Tetuán. Madrid Capital),40 m²,1,1
1.500 €/mes,Fuente del Berro (Distrito Salamanca. Madrid Capital),80 m²,3,1
1.450 €/mes,Sol (Distrito Centro. Madrid Capital),87 m²,2,2
900 €/mes,Hispanoamérica (Distrito Chamartín. Madrid Capital),55 m²,1,1
2.300 €/mes,Trafalgar (Distrito Chamberí. Madrid Capital),145 m²,4,2
1.300 €/mes,Embajadores-Lavapiés (Distrito Centro. Madrid Capital),102 m²,2,1
950 €/mes,Palos de Moguer (Distrito Arganzuela. Madrid Capital),66 m²,2,1
1.500 €/mes,Arapiles (Distrito Chamberí. Madrid Capital),101 m²,3,2
1.800 €/mes,Castilla (Distrito Chamartín. Madrid Capital),115 m²,3,3
1.800 €/mes,Goya (Distrito Salamanca. Madrid Capital),100 m²,3,1
1.330 €/mes,Ibiza (Distrito Retiro. Madrid Capital),84 m²,3,1
615 €/mes,Cuatro Caminos (Distrito Tetuán. Madrid Capital),33 m²,1,1
2.800 €/mes,Castillejos (Distrito Tetuán. Madrid Capital),228 m²,3,3
1.150 €/mes,Cuatro Caminos (Distrito Tetuán. Madrid Capital),58 m²,1,1
900 €/mes,Universidad-Malasaña (Distrito Centro. Madrid Capital),35 m²,1,1ª planta
970 €/mes,Bellas Vistas (Distrito Tetuán. Madrid Capital),85 m²,3,1
775 €/mes,Almenara (Distrito Tetuán. Madrid Capital),2,1,2ª planta
700 €/mes,Sol (Distrito Centro. Madrid Capital),40 m²,1,4ª planta
780 €/mes,Cortes-Huertas (Distrito Centro. Madrid Capital),55 m²,1,1
900 €/mes,Valverde (Distrito Fuencarral-El Pardo. Madrid Capital),3,1,4ª planta
700 €/mes,Quintana (Distrito Ciudad Lineal. Madrid Capital),50 m²,1,1
2.900 €/mes,Almagro (Distrito Chamberí. Madrid Capital),160 m²,3,2
2.500 €/mes,Ríos Rosas (Distrito Chamberí. Madrid Capital),225 m²,5,3
1.300 €/mes,Prosperidad (Distrito Chamartín. Madrid Capital),100 m²,3,1
2.500 €/mes,Goya (Distrito Salamanca. Madrid Capital),178 m²,2,2
1.800 €/mes,Lista (Distrito Salamanca. Madrid Capital),90 m²,3,2
675 €/mes,Prosperidad (Distrito Chamartín. Madrid Capital),25 m²,1,1
1.500 €/mes,Castilla (Distrito Chamartín. Madrid Capital),76 m²,1,1
900 €/mes,Pacífico (Distrito Retiro. Madrid Capital),47 m²,1,1
900 €/mes,Buenavista (Distrito Carabanchel. Madrid Capital),85 m²,2,2
1.005 €/mes,Palacio (Distrito Centro. Madrid Capital),39 m²,1,1
750 €/mes,Legazpi (Distrito Arganzuela. Madrid Capital),63 m²,1,1
760 €/mes,Pinar del Rey (Distrito Hortaleza. Madrid Capital),62 m²,2,1
1.950 €/mes,Estrella (Distrito Retiro. Madrid Capital),167 m²,4,2
2.500 €/mes,Gaztambide (Distrito Chamberí. Madrid Capital),110 m²,5,2
2.000 €/mes,Justicia-Chueca (Distrito Centro. Madrid Capital),90 m²,1,1
2.800 €/mes,Cortes-Huertas (Distrito Centro. Madrid Capital),300 m²,6,3
1.400 €/mes,Ibiza (Distrito Retiro. Madrid Capital),89 m²,2,"15
 €/m²"
1.600 €/mes,Hispanoamérica (Distrito Chamartín. Madrid Capital),100 m²,2,2
1.550 €/mes,Palacio (Distrito Centro. Madrid Capital),100 m²,3,2
1.200 €/mes,Vallehermoso (Distrito Chamberí. Madrid Capital),52 m²,1,1
4.000 €/mes,Cortes-Huertas (Distrito Centro. Madrid Capital),140 m²,2,2
700 €/mes,Valdeacederas (Distrito Tetuán. Madrid Capital),55 m²,2,1
795 €/mes,Acacias (Distrito Arganzuela. Madrid Capital),40 m²,1,"19
 €/m²"
650 €/mes,Numancia (Distrito Puente de Vallecas. Madrid Capital),37 m²,1,1
2.600 €/mes,Sol (Distrito Centro. Madrid Capital),168 m²,3,2
600 €/mes,Ventas (Distrito Ciudad Lineal. Madrid Capital),30 m²,1,1
975 €/mes,Arapiles (Distrito Chamberí. Madrid Capital),49 m²,2,1
750 €/mes,Embajadores-Lavapiés (Distrito Centro. Madrid Capital),45 m²,1,1
1.100 €/mes,Gaztambide (Distrito Chamberí. Madrid Capital),60 m²,1,1
950 €/mes,Vallehermoso (Distrito Chamberí. Madrid Capital),72 m²,1,1
1.700 €/mes,Almagro (Distrito Chamberí. Madrid Capital),94 m²,2,2
1.000 €/mes,Universidad-Malasaña (Distrito Centro. Madrid Capital),63 m²,2,1
1.550 €/mes,Cuatro Caminos (Distrito Tetuán. Madrid Capital),90 m²,2,2
2.400 €/mes,Lista (Distrito Salamanca. Madrid Capital),215 m²,3,2
2.200 €/mes,Arapiles (Distrito Chamberí. Madrid Capital),211 m²,3,3
1.000 €/mes,El Viso (Distrito Chamartín. Madrid Capital),50 m²,1,1
750 €/mes,Zofío (Distrito Usera. Madrid Capital),75 m²,2,1
1.000 €/mes,Pueblo Nuevo (Distrito Ciudad Lineal. Madrid Capital),113 m²,3,1
800 €/mes,Embajadores-Lavapiés (Distrito Centro. Madrid Capital),61 m²,1,1
800 €/mes,El Viso (Distrito Chamartín. Madrid Capital),40 m²,1,1ª planta
1.400 €/mes,Lista (Distrito Salamanca. Madrid Capital),60 m²,2,1
895 €/mes,Vallehermoso (Distrito Chamberí. Madrid Capital),60 m²,1,1
800 €/mes,Valverde (Distrito Fuencarral-El Pardo. Madrid Capital),2,1,1ª planta
675 €/mes,Universidad-Malasaña (Distrito Centro. Madrid Capital),30 m²,1,Bajo
1.200 €/mes,Acacias (Distrito Arganzuela. Madrid Capital),90 m²,3,2
1.300 €/mes,Quintana (Distrito Ciudad Lineal. Madrid Capital),121 m²,4,2
1.350 €/mes,Justicia-Chueca (Distrito Centro. Madrid Capital),86 m²,2,1
2.000 €/mes,Fuente del Berro (Distrito Salamanca. Madrid Capital),144 m²,4,3
1.250 €/mes,Berruguete (Distrito Tetuán. Madrid Capital),130 m²,4,2
1.650 €/mes,Lista (Distrito Salamanca. Madrid Capital),130 m²,4,2
1.490 €/mes,Sol (Distrito Centro. Madrid Capital),131 m²,3,2
800 €/mes,Justicia-Chueca (Distrito Centro. Madrid Capital),45 m²,1,1
1.500 €/mes,Justicia-Chueca (Distrito Centro. Madrid Capital),90 m²,2,2
1.300 €/mes,Ríos Rosas (Distrito Chamberí. Madrid Capital),80 m²,2,1
2.000 €/mes,Ríos Rosas (Distrito Chamberí. Madrid Capital),120 m²,2,2
1.850 €/mes,Lista (Distrito Salamanca. Madrid Capital),95 m²,2,2
900 €/mes,Cortes-Huertas (Distrito Centro. Madrid Capital),97 m²,2,1
800 €/mes,Las Águilas (Distrito Latina. Madrid Capital),66 m²,3,1
2.500 €/mes,Goya (Distrito Salamanca. Madrid Capital),210 m²,4,4
2.214 €/mes,Universidad-Malasaña (Distrito Centro. Madrid Capital),95 m²,2,2
1.300 €/mes,Embajadores-Lavapiés (Distrito Centro. Madrid Capital),80 m²,2,2
1.950 €/mes,Almagro (Distrito Chamberí. Madrid Capital),115 m²,1,2
740 €/mes,Guindalera (Distrito Salamanca. Madrid Capital),62 m²,1,1
2.000 €/mes,Ríos Rosas (Distrito Chamberí. Madrid Capital),150 m²,5,3
900 €/mes,Ibiza (Distrito Retiro. Madrid Capital),40 m²,1,1
1.100 €/mes,Embajadores-Lavapiés (Distrito Centro. Madrid Capital),66 m²,2,1
1.400 €/mes,Ríos Rosas (Distrito Chamberí. Madrid Capital),82 m²,2,2
1.900 €/mes,Arapiles (Distrito Chamberí. Madrid Capital),140 m²,4,3
1.400 €/mes,Gaztambide (Distrito Chamberí. Madrid Capital),75 m²,3,1
1.250 €/mes,Chopera (Distrito Arganzuela. Madrid Capital),106 m²,3,2
1.500 €/mes,Lista (Distrito Salamanca. Madrid Capital),59 m²,2,1
900 €/mes,Castillejos (Distrito Tetuán. Madrid Capital),60 m²,1,1
1.300 €/mes,Universidad-Malasaña (Distrito Centro. Madrid Capital),72 m²,2,1
1.600 €/mes,Hispanoamérica (Distrito Chamartín. Madrid Capital),76 m²,1,1
3.700 €/mes,Nueva España (Distrito Chamartín. Madrid Capital),270 m²,5,4
2.200 €/mes,Hispanoamérica (Distrito Chamartín. Madrid Capital),76 m²,1,2
1.800 €/mes,Nueva España (Distrito Chamartín. Madrid Capital),83 m²,1,1
3.300 €/mes,Valverde (Distrito Fuencarral-El Pardo. Madrid Capital),500 m²,5,3
2.000 €/mes,Hispanoamérica (Distrito Chamartín. Madrid Capital),95 m²,1,1
1.200 €/mes,Cuatro Caminos (Distrito Tetuán. Madrid Capital),80 m²,3,2
700 €/mes,Castillejos (Distrito Tetuán. Madrid Capital),35 m²,1,1
1.450 €/mes,Cortes-Huertas (Distrito Centro. Madrid Capital),72 m²,3,2
950 €/mes,Trafalgar (Distrito Chamberí. Madrid Capital),50 m²,1,1
600 €/mes,Universidad-Malasaña (Distrito Centro. Madrid Capital),40 m²,1,4ª planta
850 €/mes,Justicia-Chueca (Distrito Centro. Madrid Capital),46 m²,2,1
2.300 €/mes,Castilla (Distrito Chamartín. Madrid Capital),95 m²,2,2
900 €/mes,Cortes-Huertas (Distrito Centro. Madrid Capital),60 m²,2,1
1.650 €/mes,Goya (Distrito Salamanca. Madrid Capital),80 m²,3,1
1.200 €/mes,Canillas (Distrito Hortaleza. Madrid Capital),115 m²,3,2
3.200 €/mes,Nueva España (Distrito Chamartín. Madrid Capital),282 m²,4,4
2.850 €/mes,Gaztambide (Distrito Chamberí. Madrid Capital),154 m²,5,3
950 €/mes,Recoletos (Distrito Salamanca. Madrid Capital),53 m²,1,6ª planta
750 €/mes,Cuatro Caminos (Distrito Tetuán. Madrid Capital),50 m²,1,1
870 €/mes,Palacio (Distrito Centro. Madrid Capital),45 m²,1,1
2.600 €/mes,Cuatro Caminos (Distrito Tetuán. Madrid Capital),206 m²,4,3
1.200 €/mes,Goya (Distrito Salamanca. Madrid Capital),50 m²,2,1
700 €/mes,Pueblo Nuevo (Distrito Ciudad Lineal. Madrid Capital),46 m²,1,1
1.200 €/mes,Hispanoamérica (Distrito Chamartín. Madrid Capital),70 m²,1,1
650 €/mes,Cuatro Caminos (Distrito Tetuán. Madrid Capital),39 m²,1,1
1.100 €/mes,Sol (Distrito Centro. Madrid Capital),75 m²,1,1
1.200 €/mes,Hispanoamérica (Distrito Chamartín. Madrid Capital),90 m²,3,1
1.300 €/mes,Acacias (Distrito Arganzuela. Madrid Capital),82 m²,2,1
1.100 €/mes,Prosperidad (Distrito Chamartín. Madrid Capital),75 m²,2,1
1.550 €/mes,Goya (Distrito Salamanca. Madrid Capital),80 m²,3,1
875 €/mes,Argüelles (Distrito Moncloa-Aravaca. Madrid Capital),46 m²,2,1
680 €/mes,Cuatro Caminos (Distrito Tetuán. Madrid Capital),38 m²,1,2ª planta
1.400 €/mes,Lista (Distrito Salamanca. Madrid Capital),60 m²,1,1
695 €/mes,Puerta del Ángel (Distrito Latina. Madrid Capital),42 m²,1,1
1.500 €/mes,Justicia-Chueca (Distrito Centro. Madrid Capital),75 m²,1,1
1.200 €/mes,Cuatro Caminos (Distrito Tetuán. Madrid Capital),70 m²,3,1
1.100 €/mes,Palos de Moguer (Distrito Arganzuela. Madrid Capital),65 m²,2,1
2.400 €/mes,Castellana (Distrito Salamanca. Madrid Capital),253 m²,5,4
800 €/mes,Fuente del Berro (Distrito Salamanca. Madrid Capital),55 m²,2,1
850 €/mes,Lista (Distrito Salamanca. Madrid Capital),45 m²,1,1
1.050 €/mes,Castellana (Distrito Salamanca. Madrid Capital),66 m²,3,1
1.200 €/mes,Universidad-Malasaña (Distrito Centro. Madrid Capital),60 m²,2,1
825 €/mes,Timón (Distrito Barajas. Madrid Capital),60 m²,1,1
1.290 €/mes,Cortes-Huertas (Distrito Centro. Madrid Capital),64 m²,2,1
575 €/mes,Embajadores-Lavapiés (Distrito Centro. Madrid Capital),18 m²,1,"31
 €/m²"
850 €/mes,Pilar (Distrito Fuencarral-El Pardo. Madrid Capital),60 m²,2,1
950 €/mes,Cármenes (Distrito Latina. Madrid Capital),78 m²,3,1
1.395 €/mes,Puerta del Ángel (Distrito Latina. Madrid Capital),86 m²,3,2
2.900 €/mes,Recoletos (Distrito Salamanca. Madrid Capital),200 m²,4,2
780 €/mes,Bellas Vistas (Distrito Tetuán. Madrid Capital),45 m²,2,1
1.300 €/mes,Castellana (Distrito Salamanca. Madrid Capital),60 m²,2,1
800 €/mes,Simancas (Distrito San Blas. Madrid Capital),50 m²,1,1
600 €/mes,Universidad-Malasaña (Distrito Centro. Madrid Capital),37 m²,1,1
1.600 €/mes,Castellana (Distrito Salamanca. Madrid Capital),75 m²,2,1
1.650 €/mes,Castellana (Distrito Salamanca. Madrid Capital),75 m²,3,2
1.100 €/mes,Costillares (Distrito Ciudad Lineal. Madrid Capital),84 m²,2,1
750 €/mes,Ventas (Distrito Ciudad Lineal. Madrid Capital),72 m²,2,1
750 €/mes,Embajadores-Lavapiés (Distrito Centro. Madrid Capital),35 m²,1,4ª planta
1.100 €/mes,Recoletos (Distrito Salamanca. Madrid Capital),40 m²,1,1
2.000 €/mes,Gaztambide (Distrito Chamberí. Madrid Capital),110 m²,4,2
950 €/mes,Vinateros (Distrito Moratalaz. Madrid Capital),100 m²,3,1
1.050 €/mes,Berruguete (Distrito Tetuán. Madrid Capital),2,1,3ª planta
1.400 €/mes,Almagro (Distrito Chamberí. Madrid Capital),80 m²,3,1
900 €/mes,La Paz (Distrito Fuencarral-El Pardo. Madrid Capital),81 m²,3,1
920 €/mes,Arapiles (Distrito Chamberí. Madrid Capital),45 m²,1,1
950 €/mes,Delicias (Distrito Arganzuela. Madrid Capital),88 m²,2,2
2.850 €/mes,Lista (Distrito Salamanca. Madrid Capital),160 m²,4,2
1.200 €/mes,Castilla (Distrito Chamartín. Madrid Capital),95 m²,3,2
1.250 €/mes,Universidad-Malasaña (Distrito Centro. Madrid Capital),45 m²,1,1
1.100 €/mes,Justicia-Chueca (Distrito Centro. Madrid Capital),60 m²,2,1
1.350 €/mes,Castilla (Distrito Chamartín. Madrid Capital),83 m²,1,1
1.400 €/mes,Gaztambide (Distrito Chamberí. Madrid Capital),104 m²,3,1
1.100 €/mes,Ventas (Distrito Ciudad Lineal. Madrid Capital),100 m²,3,1
750 €/mes,La Paz (Distrito Fuencarral-El Pardo. Madrid Capital),45 m²,1,1
1.400 €/mes,Universidad-Malasaña (Distrito Centro. Madrid Capital),75 m²,2,1
1.600 €/mes,Cortes-Huertas (Distrito Centro. Madrid Capital),110 m²,2,2
850 €/mes,Concepción (Distrito Ciudad Lineal. Madrid Capital),85 m²,2,1
1.000 €/mes,Argüelles (Distrito Moncloa-Aravaca. Madrid Capital),95 m²,2,2
1.700 €/mes,Recoletos (Distrito Salamanca. Madrid Capital),90 m²,2,2
800 €/mes,Justicia-Chueca (Distrito Centro. Madrid Capital),45 m²,1,1
680 €/mes,Cuatro Caminos (Distrito Tetuán. Madrid Capital),37 m²,1,2ª planta
750 €/mes,Rejas (Distrito San Blas. Madrid Capital),65 m²,1,1
1.350 €/mes,Universidad-Malasaña (Distrito Centro. Madrid Capital),67 m²,1,2
1.640 €/mes,Cortes-Huertas (Distrito Centro. Madrid Capital),68 m²,2,1
1.695 €/mes,Niño Jesús (Distrito Retiro. Madrid Capital),130 m²,3,2
650 €/mes,Guindalera (Distrito Salamanca. Madrid Capital),39 m²,1,"16
 €/m²"
850 €/mes,Castilla (Distrito Chamartín. Madrid Capital),65 m²,2,1
1.350 €/mes,Las Tablas (Distrito Fuencarral-El Pardo. Madrid Capital),120 m²,1,2
950 €/mes,Embajadores-Lavapiés (Distrito Centro. Madrid Capital),48 m²,1,1
1.300 €/mes,Argüelles (Distrito Moncloa-Aravaca. Madrid Capital),63 m²,1,1
1.500 €/mes,Palos de Moguer (Distrito Arganzuela. Madrid Capital),103 m²,2,2
1.150 €/mes,Acacias (Distrito Arganzuela. Madrid Capital),92 m²,2,2
1.450 €/mes,Adelfas (Distrito Retiro. Madrid Capital),141 m²,4,2
1.000 €/mes,Almenara (Distrito Tetuán. Madrid Capital),79 m²,1,2
850 €/mes,Valverde (Distrito Fuencarral-El Pardo. Madrid Capital),2,1,2ª planta
1.000 €/mes,Guindalera (Distrito Salamanca. Madrid Capital),65 m²,1,1
1.200 €/mes,Sol (Distrito Centro. Madrid Capital),82 m²,2,"14
 €/m²"
