rent_price,location,sq_mt,bedroom_n,bathroom_n
850 €/mes,Embajadores-Lavapiés (Distrito Centro. Madrid Capital),50 m²,1,1
1.240 €/mes,Cortes-Huertas (Distrito Centro. Madrid Capital),53 m²,1,1
800 €/mes,Lista (Distrito Salamanca. Madrid Capital),50 m²,1,1
780 €/mes,Puerta del Ángel (Distrito Latina. Madrid Capital),35 m²,1,"22
 €/m²"
850 €/mes,Goya (Distrito Salamanca. Madrid Capital),60 m²,1,1
950 €/mes,Goya (Distrito Salamanca. Madrid Capital),52 m²,1,1
700 €/mes,Embajadores-Lavapiés (Distrito Centro. Madrid Capital),58 m²,2,1
850 €/mes,Guindalera (Distrito Salamanca. Madrid Capital),55 m²,2,1
900 €/mes,Guindalera (Distrito Salamanca. Madrid Capital),55 m²,1,1
600 €/mes,Numancia (Distrito Puente de Vallecas. Madrid Capital),45 m²,1,1
1.390 €/mes,Fuente del Berro (Distrito Salamanca. Madrid Capital),80 m²,3,2
3.000 €/mes,Castellana (Distrito Salamanca. Madrid Capital),140 m²,4,2
2.100 €/mes,Castellana (Distrito Salamanca. Madrid Capital),115 m²,2,2
1.250 €/mes,Gaztambide (Distrito Chamberí. Madrid Capital),65 m²,3,1
1.950 €/mes,Ibiza (Distrito Retiro. Madrid Capital),110 m²,3,2
1.100 €/mes,Ríos Rosas (Distrito Chamberí. Madrid Capital),60 m²,1,1
2.000 €/mes,Castellana (Distrito Salamanca. Madrid Capital),121 m²,2,2
950 €/mes,Rosas (Distrito San Blas. Madrid Capital),70 m²,2,2
800 €/mes,Pacífico (Distrito Retiro. Madrid Capital),45 m²,1,1
800 €/mes,Universidad-Malasaña (Distrito Centro. Madrid Capital),25 m²,1,"32
 €/m²"
950 €/mes,Universidad-Malasaña (Distrito Centro. Madrid Capital),50 m²,1,1
1.750 €/mes,Casa de Campo (Distrito Moncloa-Aravaca. Madrid Capital),110 m²,3,2
1.100 €/mes,Puerta del Ángel (Distrito Latina. Madrid Capital),75 m²,3,1
1.400 €/mes,Universidad-Malasaña (Distrito Centro. Madrid Capital),60 m²,2,2
650 €/mes,Universidad-Malasaña (Distrito Centro. Madrid Capital),24 m²,1,"27
 €/m²"
2.500 €/mes,Castellana (Distrito Salamanca. Madrid Capital),100 m²,2,1
4.000 €/mes,Goya (Distrito Salamanca. Madrid Capital),210 m²,4,3
5.200 €/mes,Prosperidad (Distrito Chamartín. Madrid Capital),175 m²,3,3
1.300 €/mes,Justicia-Chueca (Distrito Centro. Madrid Capital),76 m²,1,1
675 €/mes,Cuatro Vientos (Distrito Latina. Madrid Capital),48 m²,1,1
795 €/mes,Puerta del Ángel (Distrito Latina. Madrid Capital),70 m²,2,1
3.400 €/mes,Jerónimos (Distrito Retiro. Madrid Capital),227 m²,5,4
1.295 €/mes,Embajadores-Lavapiés (Distrito Centro. Madrid Capital),75 m²,2,1
695 €/mes,Cuatro Caminos (Distrito Tetuán. Madrid Capital),40 m²,1,1
5.200 €/mes,Almagro (Distrito Chamberí. Madrid Capital),260 m²,3,3
550 €/mes,Acacias (Distrito Arganzuela. Madrid Capital),25 m²,1,1
880 €/mes,Quintana (Distrito Ciudad Lineal. Madrid Capital),58 m²,2,1
1.100 €/mes,Trafalgar (Distrito Chamberí. Madrid Capital),47 m²,1,1
3.000 €/mes,Almagro (Distrito Chamberí. Madrid Capital),160 m²,3,2
800 €/mes,Sol (Distrito Centro. Madrid Capital),50 m²,1,1
1.790 €/mes,Universidad-Malasaña (Distrito Centro. Madrid Capital),114 m²,4,2
650 €/mes,Puerta del Ángel (Distrito Latina. Madrid Capital),31 m²,1,1
870 €/mes,Acacias (Distrito Arganzuela. Madrid Capital),60 m²,2,1
3.600 €/mes,Mirasierra-Arroyo del Fresno (Distrito Fuencarral-El Pardo. Madrid Capital),358 m²,5,5
550 €/mes,Puerta del Ángel (Distrito Latina. Madrid Capital),40 m²,1,1
1.200 €/mes,Universidad-Malasaña (Distrito Centro. Madrid Capital),91 m²,2,1
750 €/mes,Ciudad Universitaria (Distrito Moncloa-Aravaca. Madrid Capital),46 m²,1,5ª planta
560 €/mes,Pacífico (Distrito Retiro. Madrid Capital),29 m²,1,1
1.100 €/mes,Palomeras Bajas (Distrito Puente de Vallecas. Madrid Capital),91 m²,2,1
700 €/mes,Universidad-Malasaña (Distrito Centro. Madrid Capital),40 m²,1,1
1.400 €/mes,Castellana (Distrito Salamanca. Madrid Capital),50 m²,2,1
1.000 €/mes,Atocha (Distrito Arganzuela. Madrid Capital),58 m²,1,1
2.300 €/mes,Lista (Distrito Salamanca. Madrid Capital),141 m²,5,2
1.025 €/mes,Aravaca (Distrito Moncloa-Aravaca. Madrid Capital),65 m²,2,1
650 €/mes,Adelfas (Distrito Retiro. Madrid Capital),28 m²,1,1
1.300 €/mes,Castillejos (Distrito Tetuán. Madrid Capital),93 m²,3,2
595 €/mes,Pueblo Nuevo (Distrito Ciudad Lineal. Madrid Capital),28 m²,1,1
1.100 €/mes,Prosperidad (Distrito Chamartín. Madrid Capital),40 m²,1,1
950 €/mes,Concepción (Distrito Ciudad Lineal. Madrid Capital),68 m²,2,1
4.500 €/mes,Piovera (Distrito Hortaleza. Madrid Capital),450 m²,6,7
1.450 €/mes,Castillejos (Distrito Tetuán. Madrid Capital),70 m²,2,2
700 €/mes,Arapiles (Distrito Chamberí. Madrid Capital),50 m²,1,5ª planta
1.500 €/mes,Recoletos (Distrito Salamanca. Madrid Capital),69 m²,1,1
660 €/mes,Ríos Rosas (Distrito Chamberí. Madrid Capital),43 m²,1,"15
 €/m²"
800 €/mes,Opañel (Distrito Carabanchel. Madrid Capital),68 m²,1,"11
 €/m²"
750 €/mes,Justicia-Chueca (Distrito Centro. Madrid Capital),40 m²,1,1ª planta
3.500 €/mes,Almagro (Distrito Chamberí. Madrid Capital),174 m²,3,3
850 €/mes,Prosperidad (Distrito Chamartín. Madrid Capital),45 m²,2,1
2.400 €/mes,Argüelles (Distrito Moncloa-Aravaca. Madrid Capital),190 m²,3,3
1.350 €/mes,Almenara (Distrito Tetuán. Madrid Capital),88 m²,2,2
1.000 €/mes,Universidad-Malasaña (Distrito Centro. Madrid Capital),70 m²,2,1
3.000 €/mes,Valdemarín (Distrito Moncloa-Aravaca. Madrid Capital),296 m²,4,4
3.900 €/mes,Recoletos (Distrito Salamanca. Madrid Capital),267 m²,3,2
700 €/mes,Argüelles (Distrito Moncloa-Aravaca. Madrid Capital),50 m²,1,"14
 €/m²"
1.300 €/mes,Goya (Distrito Salamanca. Madrid Capital),133 m²,2,1
1.200 €/mes,Universidad-Malasaña (Distrito Centro. Madrid Capital),85 m²,2,1
2.400 €/mes,Recoletos (Distrito Salamanca. Madrid Capital),120 m²,3,2
1.250 €/mes,Palos de Moguer (Distrito Arganzuela. Madrid Capital),86 m²,2,2
1.200 €/mes,Nueva España (Distrito Chamartín. Madrid Capital),40 m²,1,1
2.600 €/mes,Almagro (Distrito Chamberí. Madrid Capital),170 m²,2,2
900 €/mes,Adelfas (Distrito Retiro. Madrid Capital),67 m²,2,1
1.050 €/mes,Quintana (Distrito Ciudad Lineal. Madrid Capital),85 m²,2,1
7.500 €/mes,El Viso (Distrito Chamartín. Madrid Capital),450 m²,6,7
2.000 €/mes,Castillejos (Distrito Tetuán. Madrid Capital),220 m²,2,2
925 €/mes,Pacífico (Distrito Retiro. Madrid Capital),60 m²,2,1
750 €/mes,Universidad-Malasaña (Distrito Centro. Madrid Capital),34 m²,1,1
6.700 €/mes,Recoletos (Distrito Salamanca. Madrid Capital),226 m²,4,4
1.580 €/mes,Prosperidad (Distrito Chamartín. Madrid Capital),100 m²,2,2
2.900 €/mes,Sol (Distrito Centro. Madrid Capital),220 m²,3,4
700 €/mes,Fuente del Berro (Distrito Salamanca. Madrid Capital),25 m²,1,1
5.200 €/mes,Ciudad Jardín (Distrito Chamartín. Madrid Capital),155 m²,3,3
5.950 €/mes,Niño Jesús (Distrito Retiro. Madrid Capital),235 m²,4,3
3.000 €/mes,Sol (Distrito Centro. Madrid Capital),140 m²,4,4
825 €/mes,Puerta del Ángel (Distrito Latina. Madrid Capital),37 m²,1,"22
 €/m²"
1.345 €/mes,Cortes-Huertas (Distrito Centro. Madrid Capital),58 m²,2,1
1.590 €/mes,Recoletos (Distrito Salamanca. Madrid Capital),68 m²,1,1
3.500 €/mes,Castellana (Distrito Salamanca. Madrid Capital),158 m²,3,3
1.050 €/mes,Palacio (Distrito Centro. Madrid Capital),77 m²,1,1
1.150 €/mes,Recoletos (Distrito Salamanca. Madrid Capital),71 m²,1,1
700 €/mes,Bellas Vistas (Distrito Tetuán. Madrid Capital),66 m²,1,1
1.000 €/mes,Ríos Rosas (Distrito Chamberí. Madrid Capital),80 m²,2,1
1.900 €/mes,Almenara (Distrito Tetuán. Madrid Capital),200 m²,3,3
7.995 €/mes,Almagro (Distrito Chamberí. Madrid Capital),400 m²,6,5
900 €/mes,Castellana (Distrito Salamanca. Madrid Capital),65 m²,1,1
3.700 €/mes,Palacio (Distrito Centro. Madrid Capital),270 m²,4,4
1.600 €/mes,Puerta del Ángel (Distrito Latina. Madrid Capital),110 m²,4,2
1.050 €/mes,Goya (Distrito Salamanca. Madrid Capital),64 m²,2,1
1.345 €/mes,Cortes-Huertas (Distrito Centro. Madrid Capital),58 m²,2,1
870 €/mes,Imperial (Distrito Arganzuela. Madrid Capital),55 m²,2,1
1.490 €/mes,Rejas (Distrito San Blas. Madrid Capital),122 m²,3,2
4.750 €/mes,Recoletos (Distrito Salamanca. Madrid Capital),240 m²,4,5
1.450 €/mes,Ibiza (Distrito Retiro. Madrid Capital),114 m²,2,2
1.400 €/mes,Palos de Moguer (Distrito Arganzuela. Madrid Capital),88 m²,3,1
600 €/mes,Puerta del Ángel (Distrito Latina. Madrid Capital),30 m²,1,1
1.700 €/mes,Ríos Rosas (Distrito Chamberí. Madrid Capital),105 m²,2,2
1.100 €/mes,Puerta del Ángel (Distrito Latina. Madrid Capital),85 m²,3,1
700 €/mes,Embajadores-Lavapiés (Distrito Centro. Madrid Capital),50 m²,2,1
1.100 €/mes,Universidad-Malasaña (Distrito Centro. Madrid Capital),53 m²,2,1
1.500 €/mes,Pilar (Distrito Fuencarral-El Pardo. Madrid Capital),123 m²,3,2
2.150 €/mes,Justicia-Chueca (Distrito Centro. Madrid Capital),120 m²,2,2
4.500 €/mes,Almagro (Distrito Chamberí. Madrid Capital),270 m²,4,3
1.080 €/mes,Hispanoamérica (Distrito Chamartín. Madrid Capital),76 m²,1,1
1.150 €/mes,Rosas (Distrito San Blas. Madrid Capital),117 m²,3,2
900 €/mes,Trafalgar (Distrito Chamberí. Madrid Capital),51 m²,1,1
1.387 €/mes,Atocha (Distrito Arganzuela. Madrid Capital),94 m²,2,1
1.800 €/mes,Almagro (Distrito Chamberí. Madrid Capital),73 m²,2,2
715 €/mes,Almenara (Distrito Tetuán. Madrid Capital),40 m²,1,1
2.500 €/mes,Argüelles (Distrito Moncloa-Aravaca. Madrid Capital),200 m²,4,3
3.007 €/mes,Recoletos (Distrito Salamanca. Madrid Capital),146 m²,3,2
4.500 €/mes,Colina (Distrito Ciudad Lineal. Madrid Capital),494 m²,6,7
2.300 €/mes,Palacio (Distrito Centro. Madrid Capital),100 m²,3,2
6.000 €/mes,Jerónimos (Distrito Retiro. Madrid Capital),312 m²,2,3
2.200 €/mes,Castellana (Distrito Salamanca. Madrid Capital),140 m²,2,2
850 €/mes,Lucero (Distrito Latina. Madrid Capital),69 m²,3,1
1.250 €/mes,Guindalera (Distrito Salamanca. Madrid Capital),40 m²,1,1
1.000 €/mes,El Viso (Distrito Chamartín. Madrid Capital),71 m²,1,1
2.100 €/mes,Almagro (Distrito Chamberí. Madrid Capital),65 m²,1,1
750 €/mes,Ciudad Jardín (Distrito Chamartín. Madrid Capital),50 m²,1,1
640 €/mes,Embajadores-Lavapiés (Distrito Centro. Madrid Capital),30 m²,1,1
800 €/mes,Ventas (Distrito Ciudad Lineal. Madrid Capital),55 m²,2,1
950 €/mes,Hispanoamérica (Distrito Chamartín. Madrid Capital),55 m²,1,1
1.095 €/mes,Palacio (Distrito Centro. Madrid Capital),65 m²,1,1
1.000 €/mes,Puerta del Ángel (Distrito Latina. Madrid Capital),90 m²,3,1
1.400 €/mes,Gaztambide (Distrito Chamberí. Madrid Capital),3,1,5ª planta
2.175 €/mes,Hispanoamérica (Distrito Chamartín. Madrid Capital),137 m²,3,2
2.400 €/mes,Castellana (Distrito Salamanca. Madrid Capital),150 m²,4,3
700 €/mes,Pacífico (Distrito Retiro. Madrid Capital),30 m²,1,1
4.900 €/mes,Nueva España (Distrito Chamartín. Madrid Capital),297 m²,5,5
1.150 €/mes,Ciudad Jardín (Distrito Chamartín. Madrid Capital),63 m²,1,1
2.700 €/mes,Hispanoamérica (Distrito Chamartín. Madrid Capital),170 m²,4,3
1.200 €/mes,Justicia-Chueca (Distrito Centro. Madrid Capital),65 m²,2,1
5.500 €/mes,Recoletos (Distrito Salamanca. Madrid Capital),250 m²,5,4
2.550 €/mes,Ibiza (Distrito Retiro. Madrid Capital),129 m²,3,2
850 €/mes,Pilar (Distrito Fuencarral-El Pardo. Madrid Capital),70 m²,1,1
4.256 €/mes,Recoletos (Distrito Salamanca. Madrid Capital),270 m²,4,4
600 €/mes,Puerta del Ángel (Distrito Latina. Madrid Capital),35 m²,1,1
1.700 €/mes,Goya (Distrito Salamanca. Madrid Capital),90 m²,2,2
1.000 €/mes,Prosperidad (Distrito Chamartín. Madrid Capital),59 m²,1,1
1.300 €/mes,Almagro (Distrito Chamberí. Madrid Capital),80 m²,2,1
1.750 €/mes,Valdemarín (Distrito Moncloa-Aravaca. Madrid Capital),93 m²,2,2
1.400 €/mes,Guindalera (Distrito Salamanca. Madrid Capital),99 m²,2,2
1.000 €/mes,Bellas Vistas (Distrito Tetuán. Madrid Capital),80 m²,3,1
1.450 €/mes,Castillejos (Distrito Tetuán. Madrid Capital),80 m²,1,1
4.100 €/mes,Recoletos (Distrito Salamanca. Madrid Capital),238 m²,3,3
1.200 €/mes,Lista (Distrito Salamanca. Madrid Capital),67 m²,1,1
1.200 €/mes,Lista (Distrito Salamanca. Madrid Capital),65 m²,1,1
1.250 €/mes,Nueva España (Distrito Chamartín. Madrid Capital),84 m²,2,1
3.700 €/mes,Nueva España (Distrito Chamartín. Madrid Capital),220 m²,4,3
780 €/mes,Guindalera (Distrito Salamanca. Madrid Capital),60 m²,1,1
2.200 €/mes,Recoletos (Distrito Salamanca. Madrid Capital),80 m²,2,2
A consultar,Castellana (Distrito Salamanca. Madrid Capital),553 m²,8,4
2.400 €/mes,Castellana (Distrito Salamanca. Madrid Capital),112 m²,2,2
1.300 €/mes,Hispanoamérica (Distrito Chamartín. Madrid Capital),79 m²,2,1
3.850 €/mes,Almagro (Distrito Chamberí. Madrid Capital),135 m²,1,2
900 €/mes,Palacio (Distrito Centro. Madrid Capital),54 m²,2,1
890 €/mes,Valdeacederas (Distrito Tetuán. Madrid Capital),50 m²,2,1
2.800 €/mes,Nueva España (Distrito Chamartín. Madrid Capital),180 m²,2,2
550 €/mes,Palomeras Bajas (Distrito Puente de Vallecas. Madrid Capital),46 m²,1,1
900 €/mes,Palacio (Distrito Centro. Madrid Capital),60 m²,2,1
1.300 €/mes,Justicia-Chueca (Distrito Centro. Madrid Capital),70 m²,1,1
2.900 €/mes,Cuatro Caminos (Distrito Tetuán. Madrid Capital),247 m²,4,3
930 €/mes,Embajadores-Lavapiés (Distrito Centro. Madrid Capital),60 m²,2,1
700 €/mes,Justicia-Chueca (Distrito Centro. Madrid Capital),28 m²,1,1
1.000 €/mes,Guindalera (Distrito Salamanca. Madrid Capital),65 m²,1,1
2.000 €/mes,Pinar del Rey (Distrito Hortaleza. Madrid Capital),157 m²,3,2
750 €/mes,Imperial (Distrito Arganzuela. Madrid Capital),38 m²,1,1
2.800 €/mes,Valdezarza (Distrito Moncloa-Aravaca. Madrid Capital),250 m²,4,3
625 €/mes,San Diego (Distrito Puente de Vallecas. Madrid Capital),40 m²,1,1
900 €/mes,Guindalera (Distrito Salamanca. Madrid Capital),55 m²,2,1
1.100 €/mes,Pacífico (Distrito Retiro. Madrid Capital),82 m²,3,1
1.200 €/mes,Goya (Distrito Salamanca. Madrid Capital),85 m²,2,1
1.150 €/mes,Arapiles (Distrito Chamberí. Madrid Capital),70 m²,2,2
900 €/mes,Cuatro Caminos (Distrito Tetuán. Madrid Capital),60 m²,1,1
3.900 €/mes,Palomas (Distrito Hortaleza. Madrid Capital),227 m²,3,4
850 €/mes,Almagro (Distrito Chamberí. Madrid Capital),34 m²,1,1
2.600 €/mes,Goya (Distrito Salamanca. Madrid Capital),220 m²,4,4
1.700 €/mes,Prosperidad (Distrito Chamartín. Madrid Capital),90 m²,2,1
700 €/mes,Castillejos (Distrito Tetuán. Madrid Capital),30 m²,1,1
750 €/mes,Cuatro Caminos (Distrito Tetuán. Madrid Capital),50 m²,1,1
6.000 €/mes,Cortes-Huertas (Distrito Centro. Madrid Capital),280 m²,3,4
3.000 €/mes,Recoletos (Distrito Salamanca. Madrid Capital),126 m²,3,2
2.600 €/mes,Castellana (Distrito Salamanca. Madrid Capital),106 m²,3,2
1.100 €/mes,Palacio (Distrito Centro. Madrid Capital),50 m²,1,3ª planta
1.500 €/mes,Cortes-Huertas (Distrito Centro. Madrid Capital),73 m²,2,1
2.600 €/mes,Valdebebas-Valdefuentes (Distrito Hortaleza. Madrid Capital),180 m²,3,3
1.400 €/mes,Guindalera (Distrito Salamanca. Madrid Capital),90 m²,2,2
730 €/mes,Valdeacederas (Distrito Tetuán. Madrid Capital),35 m²,1,"20
 €/m²"
1.000 €/mes,Pilar (Distrito Fuencarral-El Pardo. Madrid Capital),55 m²,2,1
1.125 €/mes,Guindalera (Distrito Salamanca. Madrid Capital),60 m²,1,1
1.250 €/mes,Prosperidad (Distrito Chamartín. Madrid Capital),85 m²,2,2
3.500 €/mes,Lista (Distrito Salamanca. Madrid Capital),166 m²,4,3
1.600 €/mes,Universidad-Malasaña (Distrito Centro. Madrid Capital),131 m²,2,1
1.100 €/mes,Orcasur (Distrito Usera. Madrid Capital),130 m²,4,2
1.500 €/mes,Arapiles (Distrito Chamberí. Madrid Capital),85 m²,3,1
780 €/mes,Castillejos (Distrito Tetuán. Madrid Capital),40 m²,1,1
990 €/mes,Almenara (Distrito Tetuán. Madrid Capital),70 m²,1,1
995 €/mes,Las Tablas (Distrito Fuencarral-El Pardo. Madrid Capital),67 m²,1,1
800 €/mes,Guindalera (Distrito Salamanca. Madrid Capital),50 m²,1,1
1.500 €/mes,Pacífico (Distrito Retiro. Madrid Capital),50 m²,2,1
3.300 €/mes,Nueva España (Distrito Chamartín. Madrid Capital),199 m²,3,2
1.650 €/mes,Goya (Distrito Salamanca. Madrid Capital),126 m²,3,2
3.900 €/mes,Recoletos (Distrito Salamanca. Madrid Capital),170 m²,5,3
1.600 €/mes,Lista (Distrito Salamanca. Madrid Capital),50 m²,2,2
1.100 €/mes,Goya (Distrito Salamanca. Madrid Capital),65 m²,1,1
1.400 €/mes,Recoletos (Distrito Salamanca. Madrid Capital),67 m²,1,1
3.800 €/mes,Jerónimos (Distrito Retiro. Madrid Capital),158 m²,3,2
1.100 €/mes,San Isidro (Distrito Carabanchel. Madrid Capital),107 m²,4,2
500 €/mes,Embajadores-Lavapiés (Distrito Centro. Madrid Capital),20 m²,1,"25
 €/m²"
1.000 €/mes,Guindalera (Distrito Salamanca. Madrid Capital),69 m²,1,1
5.200 €/mes,Ciudad Jardín (Distrito Chamartín. Madrid Capital),200 m²,3,3
1.400 €/mes,Almagro (Distrito Chamberí. Madrid Capital),90 m²,2,2
2.100 €/mes,Justicia-Chueca (Distrito Centro. Madrid Capital),91 m²,1,1
1.475 €/mes,Delicias (Distrito Arganzuela. Madrid Capital),90 m²,2,2
1.650 €/mes,Peñagrande (Distrito Fuencarral-El Pardo. Madrid Capital),200 m²,5,3
900 €/mes,Arapiles (Distrito Chamberí. Madrid Capital),53 m²,1,1
1.350 €/mes,Castellana (Distrito Salamanca. Madrid Capital),85 m²,2,2
1.590 €/mes,Argüelles (Distrito Moncloa-Aravaca. Madrid Capital),85 m²,2,2
1.000 €/mes,Lista (Distrito Salamanca. Madrid Capital),53 m²,1,1
2.750 €/mes,Argüelles (Distrito Moncloa-Aravaca. Madrid Capital),180 m²,3,2
3.995 €/mes,Jerónimos (Distrito Retiro. Madrid Capital),200 m²,3,4
825 €/mes,Palacio (Distrito Centro. Madrid Capital),30 m²,1,planta 10
4.253 €/mes,Recoletos (Distrito Salamanca. Madrid Capital),269 m²,4,4
8.000 €/mes,Recoletos (Distrito Salamanca. Madrid Capital),220 m²,4,6
1.050 €/mes,Prosperidad (Distrito Chamartín. Madrid Capital),63 m²,1,1
6.000 €/mes,Gaztambide (Distrito Chamberí. Madrid Capital),436 m²,5,6
1.000 €/mes,Bellas Vistas (Distrito Tetuán. Madrid Capital),63 m²,2,1
800 €/mes,Nueva España (Distrito Chamartín. Madrid Capital),71 m²,1,1
5.500 €/mes,Ibiza (Distrito Retiro. Madrid Capital),400 m²,4,5
1.700 €/mes,Trafalgar (Distrito Chamberí. Madrid Capital),2,1,1ª planta
2.100 €/mes,El Viso (Distrito Chamartín. Madrid Capital),107 m²,2,2
1.400 €/mes,Lista (Distrito Salamanca. Madrid Capital),75 m²,1,1
650 €/mes,Palos de Moguer (Distrito Arganzuela. Madrid Capital),58 m²,1,1
1.575 €/mes,Chopera (Distrito Arganzuela. Madrid Capital),120 m²,3,1
1.200 €/mes,Almagro (Distrito Chamberí. Madrid Capital),65 m²,1,1
2.000 €/mes,Almagro (Distrito Chamberí. Madrid Capital),110 m²,2,2
750 €/mes,Canillejas (Distrito San Blas. Madrid Capital),58 m²,2,1
950 €/mes,Jerónimos (Distrito Retiro. Madrid Capital),71 m²,3,1
650 €/mes,Fuente del Berro (Distrito Salamanca. Madrid Capital),30 m²,2,1
950 €/mes,Universidad-Malasaña (Distrito Centro. Madrid Capital),50 m²,1,4ª planta
3.900 €/mes,Cuatro Caminos (Distrito Tetuán. Madrid Capital),185 m²,2,1
1.300 €/mes,Embajadores-Lavapiés (Distrito Centro. Madrid Capital),72 m²,2,2
990 €/mes,Recoletos (Distrito Salamanca. Madrid Capital),53 m²,1,1
750 €/mes,Puerta del Ángel (Distrito Latina. Madrid Capital),35 m²,1,3ª planta
900 €/mes,Sol (Distrito Centro. Madrid Capital),40 m²,1,1
900 €/mes,Abrantes (Distrito Carabanchel. Madrid Capital),87 m²,2,1
2.500 €/mes,Castellana (Distrito Salamanca. Madrid Capital),118 m²,3,2
1.150 €/mes,Goya (Distrito Salamanca. Madrid Capital),58 m²,2,1
650 €/mes,Embajadores-Lavapiés (Distrito Centro. Madrid Capital),30 m²,1,"21
 €/m²"
585 €/mes,Palacio (Distrito Centro. Madrid Capital),37 m²,1,1
700 €/mes,Sol (Distrito Centro. Madrid Capital),50 m²,2,1
1.075 €/mes,Embajadores-Lavapiés (Distrito Centro. Madrid Capital),51 m²,1,1
4.500 €/mes,Cortes-Huertas (Distrito Centro. Madrid Capital),180 m²,3,2
1.550 €/mes,Vallehermoso (Distrito Chamberí. Madrid Capital),103 m²,3,2
975 €/mes,Arcos (Distrito San Blas. Madrid Capital),92 m²,3,1
1.750 €/mes,Castillejos (Distrito Tetuán. Madrid Capital),58 m²,1,2
1.500 €/mes,Ciudad Universitaria (Distrito Moncloa-Aravaca. Madrid Capital),99 m²,3,1
800 €/mes,Universidad-Malasaña (Distrito Centro. Madrid Capital),34 m²,1,"23
 €/m²"
2.500 €/mes,El Viso (Distrito Chamartín. Madrid Capital),160 m²,3,2
1.900 €/mes,Cortes-Huertas (Distrito Centro. Madrid Capital),170 m²,3,2
900 €/mes,Arapiles (Distrito Chamberí. Madrid Capital),47 m²,1,1
840 €/mes,Ibiza (Distrito Retiro. Madrid Capital),55 m²,1,1
3.500 €/mes,Valdemarín (Distrito Moncloa-Aravaca. Madrid Capital),286 m²,6,5
700 €/mes,Adelfas (Distrito Retiro. Madrid Capital),42 m²,1,1
2.000 €/mes,Gaztambide (Distrito Chamberí. Madrid Capital),130 m²,4,2
2.950 €/mes,Ríos Rosas (Distrito Chamberí. Madrid Capital),170 m²,4,3
2.300 €/mes,Recoletos (Distrito Salamanca. Madrid Capital),117 m²,1,1
1.550 €/mes,Gaztambide (Distrito Chamberí. Madrid Capital),76 m²,3,1
800 €/mes,Numancia (Distrito Puente de Vallecas. Madrid Capital),66 m²,2,1
3.000 €/mes,Sol (Distrito Centro. Madrid Capital),102 m²,2,2
5.700 €/mes,Jerónimos (Distrito Retiro. Madrid Capital),313 m²,4,5
1.100 €/mes,Cuatro Caminos (Distrito Tetuán. Madrid Capital),76 m²,3,1
1.500 €/mes,Acacias (Distrito Arganzuela. Madrid Capital),90 m²,3,1
5.500 €/mes,Hispanoamérica (Distrito Chamartín. Madrid Capital),360 m²,5,5
1.400 €/mes,Sanchinarro (Distrito Hortaleza. Madrid Capital),132 m²,3,2
3.200 €/mes,Recoletos (Distrito Salamanca. Madrid Capital),88 m²,2,2
2.100 €/mes,Justicia-Chueca (Distrito Centro. Madrid Capital),96 m²,1,1
1.100 €/mes,Recoletos (Distrito Salamanca. Madrid Capital),35 m²,1,2ª planta
2.950 €/mes,Hispanoamérica (Distrito Chamartín. Madrid Capital),170 m²,3,3
900 €/mes,Arapiles (Distrito Chamberí. Madrid Capital),45 m²,1,1
950 €/mes,Imperial (Distrito Arganzuela. Madrid Capital),80 m²,3,2
850 €/mes,Cortes-Huertas (Distrito Centro. Madrid Capital),45 m²,1,1
2.600 €/mes,Hispanoamérica (Distrito Chamartín. Madrid Capital),164 m²,4,3
1.400 €/mes,Fuente del Berro (Distrito Salamanca. Madrid Capital),65 m²,1,1
4.200 €/mes,Hispanoamérica (Distrito Chamartín. Madrid Capital),334 m²,4,4
3.000 €/mes,Recoletos (Distrito Salamanca. Madrid Capital),115 m²,2,2
700 €/mes,Estrella (Distrito Retiro. Madrid Capital),50 m²,1,1
800 €/mes,Guindalera (Distrito Salamanca. Madrid Capital),45 m²,2,1
1.700 €/mes,Hispanoamérica (Distrito Chamartín. Madrid Capital),81 m²,1,2
2.100 €/mes,Goya (Distrito Salamanca. Madrid Capital),73 m²,3,2
2.000 €/mes,Vallehermoso (Distrito Chamberí. Madrid Capital),105 m²,3,2
800 €/mes,Pueblo Nuevo (Distrito Ciudad Lineal. Madrid Capital),72 m²,2,1
900 €/mes,Bellas Vistas (Distrito Tetuán. Madrid Capital),68 m²,1,1
2.950 €/mes,Gaztambide (Distrito Chamberí. Madrid Capital),130 m²,2,2
950 €/mes,Recoletos (Distrito Salamanca. Madrid Capital),41 m²,1,1
750 €/mes,Casco Histórico de Barajas (Distrito Barajas. Madrid Capital),60 m²,1,1
1.395 €/mes,Universidad-Malasaña (Distrito Centro. Madrid Capital),75 m²,2,1
850 €/mes,Santa Eugenia (Distrito Villa de Vallecas. Madrid Capital),90 m²,3,2
725 €/mes,Embajadores-Lavapiés (Distrito Centro. Madrid Capital),44 m²,1,1ª planta
1.450 €/mes,Castellana (Distrito Salamanca. Madrid Capital),50 m²,1,1
1.800 €/mes,Hispanoamérica (Distrito Chamartín. Madrid Capital),83 m²,1,1
4.000 €/mes,Recoletos (Distrito Salamanca. Madrid Capital),240 m²,4,5
2.200 €/mes,Recoletos (Distrito Salamanca. Madrid Capital),117 m²,2,2
750 €/mes,Concepción (Distrito Ciudad Lineal. Madrid Capital),50 m²,1,1
2.800 €/mes,Hispanoamérica (Distrito Chamartín. Madrid Capital),197 m²,3,3
2.300 €/mes,El Plantío (Distrito Moncloa-Aravaca. Madrid Capital),147 m²,3,2
