rent_price,location,sq_mt,bedroom_n,bathroom_n
2.950 €/mes,Guindalera (Distrito Salamanca. Madrid Capital),194 m²,5,3
3.900 €/mes,Justicia-Chueca (Distrito Centro. Madrid Capital),147 m²,2,3
980 €/mes,Concepción (Distrito Ciudad Lineal. Madrid Capital),75 m²,1,1
2.200 €/mes,La Paz (Distrito Fuencarral-El Pardo. Madrid Capital),147 m²,3,2
725 €/mes,Numancia (Distrito Puente de Vallecas. Madrid Capital),50 m²,1,1
1.650 €/mes,Ibiza (Distrito Retiro. Madrid Capital),110 m²,4,2
2.000 €/mes,Castellana (Distrito Salamanca. Madrid Capital),121 m²,2,2
2.650 €/mes,Castellana (Distrito Salamanca. Madrid Capital),124 m²,3,2
2.400 €/mes,Recoletos (Distrito Salamanca. Madrid Capital),126 m²,2,2
2.250 €/mes,Sanchinarro (Distrito Hortaleza. Madrid Capital),130 m²,4,2
2.100 €/mes,Justicia-Chueca (Distrito Centro. Madrid Capital),91 m²,1,1
2.100 €/mes,Hispanoamérica (Distrito Chamartín. Madrid Capital),105 m²,4,2
1.410 €/mes,Almagro (Distrito Chamberí. Madrid Capital),62 m²,2,1
3.500 €/mes,Almagro (Distrito Chamberí. Madrid Capital),240 m²,4,4
3.200 €/mes,Ríos Rosas (Distrito Chamberí. Madrid Capital),245 m²,4,3
650 €/mes,Berruguete (Distrito Tetuán. Madrid Capital),30 m²,1,"21
 €/m²"
850 €/mes,Universidad-Malasaña (Distrito Centro. Madrid Capital),30 m²,1,1
3.000 €/mes,Valdemarín (Distrito Moncloa-Aravaca. Madrid Capital),190 m²,4,4
600 €/mes,Palos de Moguer (Distrito Arganzuela. Madrid Capital),2ª planta,,"Avísame si baja





Guardar




Contactar"
1.300 €/mes,Casa de Campo (Distrito Moncloa-Aravaca. Madrid Capital),3,2,5ª planta
2.300 €/mes,Argüelles (Distrito Moncloa-Aravaca. Madrid Capital),150 m²,3,2
4.500 €/mes,Castellana (Distrito Salamanca. Madrid Capital),170 m²,2,2
1.150 €/mes,Ibiza (Distrito Retiro. Madrid Capital),68 m²,2,1
650 €/mes,Embajadores-Lavapiés (Distrito Centro. Madrid Capital),30 m²,1,1
1.075 €/mes,Cortes-Huertas (Distrito Centro. Madrid Capital),52 m²,1,1
925 €/mes,Trafalgar (Distrito Chamberí. Madrid Capital),65 m²,1,1
830 €/mes,Embajadores-Lavapiés (Distrito Centro. Madrid Capital),1,1,
4.500 €/mes,Adelfas (Distrito Retiro. Madrid Capital),250 m²,6,7
1.000 €/mes,Justicia-Chueca (Distrito Centro. Madrid Capital),65 m²,1,"15
 €/m²"
2.750 €/mes,Gaztambide (Distrito Chamberí. Madrid Capital),151 m²,3,3
1.700 €/mes,El Viso (Distrito Chamartín. Madrid Capital),100 m²,3,2
4.000 €/mes,Hispanoamérica (Distrito Chamartín. Madrid Capital),280 m²,5,4
1.000 €/mes,Aravaca (Distrito Moncloa-Aravaca. Madrid Capital),83 m²,2,2
5.850 €/mes,Recoletos (Distrito Salamanca. Madrid Capital),250 m²,5,4
2.400 €/mes,Goya (Distrito Salamanca. Madrid Capital),150 m²,3,2
2.100 €/mes,Castellana (Distrito Salamanca. Madrid Capital),115 m²,2,2
925 €/mes,Castellana (Distrito Salamanca. Madrid Capital),45 m²,1,1
750 €/mes,Palacio (Distrito Centro. Madrid Capital),37 m²,2,1
3.200 €/mes,Justicia-Chueca (Distrito Centro. Madrid Capital),160 m²,4,3
1.500 €/mes,Cortes-Huertas (Distrito Centro. Madrid Capital),73 m²,2,1
1.115 €/mes,Peñagrande (Distrito Fuencarral-El Pardo. Madrid Capital),65 m²,1,1
2.000 €/mes,Lista (Distrito Salamanca. Madrid Capital),100 m²,4,1
5.750 €/mes,Castellana (Distrito Salamanca. Madrid Capital),238 m²,4,5
5.000 €/mes,Recoletos (Distrito Salamanca. Madrid Capital),250 m²,2,4
2.300 €/mes,Ríos Rosas (Distrito Chamberí. Madrid Capital),130 m²,3,3
795 €/mes,Puerta del Ángel (Distrito Latina. Madrid Capital),35 m²,1,1
2.000 €/mes,Castillejos (Distrito Tetuán. Madrid Capital),220 m²,2,2
1.900 €/mes,Castellana (Distrito Salamanca. Madrid Capital),80 m²,2,2
2.500 €/mes,Lista (Distrito Salamanca. Madrid Capital),150 m²,3,3
990 €/mes,Almagro (Distrito Chamberí. Madrid Capital),60 m²,3,1
1.650 €/mes,Almenara (Distrito Tetuán. Madrid Capital),147 m²,3,3
1.000 €/mes,El Viso (Distrito Chamartín. Madrid Capital),53 m²,1,1
900 €/mes,Vallehermoso (Distrito Chamberí. Madrid Capital),1,1,
2.500 €/mes,Castellana (Distrito Salamanca. Madrid Capital),140 m²,3,3
1.800 €/mes,Ríos Rosas (Distrito Chamberí. Madrid Capital),111 m²,3,2
1.300 €/mes,Justicia-Chueca (Distrito Centro. Madrid Capital),76 m²,1,1
2.950 €/mes,Goya (Distrito Salamanca. Madrid Capital),194 m²,5,3
950 €/mes,Castilla (Distrito Chamartín. Madrid Capital),45 m²,1,4ª planta
2.100 €/mes,Castellana (Distrito Salamanca. Madrid Capital),102 m²,2,2
1.150 €/mes,Ríos Rosas (Distrito Chamberí. Madrid Capital),70 m²,1,1
6.000 €/mes,Gaztambide (Distrito Chamberí. Madrid Capital),436 m²,5,6
1.500 €/mes,Niño Jesús (Distrito Retiro. Madrid Capital),75 m²,2,2
1.900 €/mes,El Viso (Distrito Chamartín. Madrid Capital),117 m²,2,2
1.500 €/mes,Recoletos (Distrito Salamanca. Madrid Capital),55 m²,1,1
1.100 €/mes,Justicia-Chueca (Distrito Centro. Madrid Capital),75 m²,1,1
875 €/mes,San Juan Bautista (Distrito Ciudad Lineal. Madrid Capital),39 m²,1,2ª planta
790 €/mes,Bellas Vistas (Distrito Tetuán. Madrid Capital),42 m²,2,1
4.500 €/mes,El Viso (Distrito Chamartín. Madrid Capital),250 m²,4,4
2.800 €/mes,Recoletos (Distrito Salamanca. Madrid Capital),130 m²,2,2
1.025 €/mes,Ríos Rosas (Distrito Chamberí. Madrid Capital),50 m²,2,1
3.000 €/mes,El Viso (Distrito Chamartín. Madrid Capital),190 m²,3,2
1.200 €/mes,Lista (Distrito Salamanca. Madrid Capital),67 m²,1,1
3.000 €/mes,Recoletos (Distrito Salamanca. Madrid Capital),93 m²,2,1
1.100 €/mes,Chopera (Distrito Arganzuela. Madrid Capital),67 m²,3,1
2.000 €/mes,San Juan Bautista (Distrito Ciudad Lineal. Madrid Capital),135 m²,3,2
1.250 €/mes,Embajadores-Lavapiés (Distrito Centro. Madrid Capital),78 m²,2,1
1.200 €/mes,El Viso (Distrito Chamartín. Madrid Capital),72 m²,1,1
900 €/mes,Casco Histórico de Barajas (Distrito Barajas. Madrid Capital),85 m²,2,1
1.050 €/mes,Cuatro Caminos (Distrito Tetuán. Madrid Capital),80 m²,2,2
1.500 €/mes,Castellana (Distrito Salamanca. Madrid Capital),85 m²,2,1
1.200 €/mes,Goya (Distrito Salamanca. Madrid Capital),64 m²,2,1
950 €/mes,Ríos Rosas (Distrito Chamberí. Madrid Capital),32 m²,1,1
3.100 €/mes,Trafalgar (Distrito Chamberí. Madrid Capital),182 m²,5,3
850 €/mes,Arapiles (Distrito Chamberí. Madrid Capital),55 m²,1,1
750 €/mes,Gaztambide (Distrito Chamberí. Madrid Capital),32 m²,1,1
1.450 €/mes,Castellana (Distrito Salamanca. Madrid Capital),60 m²,2,2
2.500 €/mes,El Pardo (Distrito Fuencarral-El Pardo. Madrid Capital),185 m²,3,3
1.100 €/mes,Almagro (Distrito Chamberí. Madrid Capital),55 m²,1,5ª planta
1.200 €/mes,Goya (Distrito Salamanca. Madrid Capital),68 m²,2,1
790 €/mes,Ríos Rosas (Distrito Chamberí. Madrid Capital),43 m²,1,"18
 €/m²"
680 €/mes,Guindalera (Distrito Salamanca. Madrid Capital),35 m²,1,2ª planta
780 €/mes,Embajadores-Lavapiés (Distrito Centro. Madrid Capital),1,1,
2.000 €/mes,Recoletos (Distrito Salamanca. Madrid Capital),82 m²,2,1
1.000 €/mes,Goya (Distrito Salamanca. Madrid Capital),57 m²,2,1
3.150 €/mes,Nueva España (Distrito Chamartín. Madrid Capital),211 m²,3,3
2.100 €/mes,Almagro (Distrito Chamberí. Madrid Capital),73 m²,2,2
2.400 €/mes,Goya (Distrito Salamanca. Madrid Capital),153 m²,3,2
1.700 €/mes,Almagro (Distrito Chamberí. Madrid Capital),140 m²,3,1
1.250 €/mes,Arapiles (Distrito Chamberí. Madrid Capital),60 m²,2,1
950 €/mes,Guindalera (Distrito Salamanca. Madrid Capital),54 m²,2,1
2.000 €/mes,Recoletos (Distrito Salamanca. Madrid Capital),91 m²,2,2
6.000 €/mes,Piovera (Distrito Hortaleza. Madrid Capital),450 m²,6,7
2.100 €/mes,Almagro (Distrito Chamberí. Madrid Capital),65 m²,1,1
1.400 €/mes,Niño Jesús (Distrito Retiro. Madrid Capital),78 m²,2,1
A consultar,Castellana (Distrito Salamanca. Madrid Capital),90 m²,2,1
600 €/mes,Embajadores-Lavapiés (Distrito Centro. Madrid Capital),22 m²,1,2ª planta
900 €/mes,Embajadores-Lavapiés (Distrito Centro. Madrid Capital),65 m²,2,1
900 €/mes,Timón (Distrito Barajas. Madrid Capital),82 m²,2,1
1.700 €/mes,Justicia-Chueca (Distrito Centro. Madrid Capital),76 m²,1,1
835 €/mes,Bellas Vistas (Distrito Tetuán. Madrid Capital),44 m²,1,1
1.700 €/mes,Hispanoamérica (Distrito Chamartín. Madrid Capital),80 m²,1,2
1.150 €/mes,La Paz (Distrito Fuencarral-El Pardo. Madrid Capital),124 m²,4,2
1.550 €/mes,Castilla (Distrito Chamartín. Madrid Capital),118 m²,2,2
7.500 €/mes,Recoletos (Distrito Salamanca. Madrid Capital),226 m²,4,4
900 €/mes,Santa Eugenia (Distrito Villa de Vallecas. Madrid Capital),90 m²,3,2
1.200 €/mes,Almagro (Distrito Chamberí. Madrid Capital),30 m²,1,1
1.750 €/mes,Lista (Distrito Salamanca. Madrid Capital),93 m²,2,2
1.660 €/mes,Ibiza (Distrito Retiro. Madrid Capital),111 m²,4,2
3.500 €/mes,Castellana (Distrito Salamanca. Madrid Capital),182 m²,3,3
790 €/mes,Palos de Moguer (Distrito Arganzuela. Madrid Capital),45 m²,1,1
1.000 €/mes,Chopera (Distrito Arganzuela. Madrid Capital),60 m²,1,1
2.200 €/mes,Universidad-Malasaña (Distrito Centro. Madrid Capital),145 m²,4,2
1.650 €/mes,Universidad-Malasaña (Distrito Centro. Madrid Capital),70 m²,2,2
3.500 €/mes,Jerónimos (Distrito Retiro. Madrid Capital),140 m²,3,4
1.500 €/mes,Casa de Campo (Distrito Moncloa-Aravaca. Madrid Capital),115 m²,3,2
3.100 €/mes,Goya (Distrito Salamanca. Madrid Capital),231 m²,4,2
930 €/mes,Rejas (Distrito San Blas. Madrid Capital),45 m²,1,1
1.200 €/mes,Aluche (Distrito Latina. Madrid Capital),110 m²,3,2
1.350 €/mes,Goya (Distrito Salamanca. Madrid Capital),60 m²,1,1
3.500 €/mes,Ríos Rosas (Distrito Chamberí. Madrid Capital),400 m²,2,4
760 €/mes,Universidad-Malasaña (Distrito Centro. Madrid Capital),40 m²,1,1
1.300 €/mes,Castilla (Distrito Chamartín. Madrid Capital),98 m²,2,2
825 €/mes,Timón (Distrito Barajas. Madrid Capital),56 m²,1,1
1.600 €/mes,Las Tablas (Distrito Fuencarral-El Pardo. Madrid Capital),95 m²,2,2
1.650 €/mes,Guindalera (Distrito Salamanca. Madrid Capital),120 m²,5ª planta,"13
 €/m²"
1.300 €/mes,Las Tablas (Distrito Fuencarral-El Pardo. Madrid Capital),123 m²,3,2
2.250 €/mes,Gaztambide (Distrito Chamberí. Madrid Capital),130 m²,3,2
2.395 €/mes,Hispanoamérica (Distrito Chamartín. Madrid Capital),130 m²,4,2
1.150 €/mes,Universidad-Malasaña (Distrito Centro. Madrid Capital),57 m²,1,1
750 €/mes,Pueblo Nuevo (Distrito Ciudad Lineal. Madrid Capital),45 m²,1,1ª planta
1.100 €/mes,Recoletos (Distrito Salamanca. Madrid Capital),65 m²,1,1
1.360 €/mes,Acacias (Distrito Arganzuela. Madrid Capital),107 m²,3,2
2.200 €/mes,Recoletos (Distrito Salamanca. Madrid Capital),80 m²,2,2
2.700 €/mes,Cortes-Huertas (Distrito Centro. Madrid Capital),250 m²,4,3
1.490 €/mes,Ríos Rosas (Distrito Chamberí. Madrid Capital),105 m²,3,2
2.000 €/mes,Goya (Distrito Salamanca. Madrid Capital),110 m²,2,4
10.000 €/mes,Castellana (Distrito Salamanca. Madrid Capital),659 m²,7,8
1.100 €/mes,El Viso (Distrito Chamartín. Madrid Capital),50 m²,1,1
3.300 €/mes,Alameda de Osuna (Distrito Barajas. Madrid Capital),347 m²,6,4
1.500 €/mes,Recoletos (Distrito Salamanca. Madrid Capital),90 m²,1,2
900 €/mes,Prosperidad (Distrito Chamartín. Madrid Capital),37 m²,2,1
1.300 €/mes,Costillares (Distrito Ciudad Lineal. Madrid Capital),72 m²,1,2
700 €/mes,San Andrés (Distrito Villaverde. Madrid Capital),50 m²,1,1
750 €/mes,Moscardó (Distrito Usera. Madrid Capital),61 m²,2,1
4.000 €/mes,Goya (Distrito Salamanca. Madrid Capital),250 m²,4,3
8.500 €/mes,Jerónimos (Distrito Retiro. Madrid Capital),354 m²,6,6
1.650 €/mes,Cuatro Caminos (Distrito Tetuán. Madrid Capital),70 m²,1,1
1.280 €/mes,Zofío (Distrito Usera. Madrid Capital),130 m²,2,"9
 €/m²"
1.500 €/mes,Lista (Distrito Salamanca. Madrid Capital),119 m²,2,2
1.500 €/mes,Recoletos (Distrito Salamanca. Madrid Capital),58 m²,1,1
1.100 €/mes,Palacio (Distrito Centro. Madrid Capital),89 m²,3,1
1.050 €/mes,Sol (Distrito Centro. Madrid Capital),69 m²,1,1
1.250 €/mes,Alameda de Osuna (Distrito Barajas. Madrid Capital),105 m²,2,2
2.800 €/mes,Castellana (Distrito Salamanca. Madrid Capital),124 m²,3,2
2.800 €/mes,Valdemarín (Distrito Moncloa-Aravaca. Madrid Capital),225 m²,5,4
1.150 €/mes,Justicia-Chueca (Distrito Centro. Madrid Capital),67 m²,1,1
2.850 €/mes,Aravaca (Distrito Moncloa-Aravaca. Madrid Capital),220 m²,5,5
2.800 €/mes,Valdebebas-Valdefuentes (Distrito Hortaleza. Madrid Capital),198 m²,3,3
1.100 €/mes,Castellana (Distrito Salamanca. Madrid Capital),55 m²,2,1
1.950 €/mes,Goya (Distrito Salamanca. Madrid Capital),59 m²,1,1
1.600 €/mes,Ríos Rosas (Distrito Chamberí. Madrid Capital),95 m²,2,2
1.600 €/mes,Cuatro Caminos (Distrito Tetuán. Madrid Capital),80 m²,1,1
4.500 €/mes,Nueva España (Distrito Chamartín. Madrid Capital),130 m²,2,3
1.390 €/mes,Guindalera (Distrito Salamanca. Madrid Capital),86 m²,2,1
1.800 €/mes,Goya (Distrito Salamanca. Madrid Capital),110 m²,2,2
2.100 €/mes,Aravaca (Distrito Moncloa-Aravaca. Madrid Capital),144 m²,3,3
900 €/mes,Palacio (Distrito Centro. Madrid Capital),48 m²,2,1
1.950 €/mes,Recoletos (Distrito Salamanca. Madrid Capital),88 m²,2,2
790 €/mes,Arapiles (Distrito Chamberí. Madrid Capital),60 m²,1,1
700 €/mes,Argüelles (Distrito Moncloa-Aravaca. Madrid Capital),40 m²,1,2ª planta
900 €/mes,Cortes-Huertas (Distrito Centro. Madrid Capital),44 m²,1,1
1.250 €/mes,Castillejos (Distrito Tetuán. Madrid Capital),60 m²,1,1
1.300 €/mes,Legazpi (Distrito Arganzuela. Madrid Capital),90 m²,2,2
1.995 €/mes,Recoletos (Distrito Salamanca. Madrid Capital),150 m²,2,2
1.250 €/mes,Cortes-Huertas (Distrito Centro. Madrid Capital),57 m²,2,1
875 €/mes,Cortes-Huertas (Distrito Centro. Madrid Capital),35 m²,1,2ª planta
1.800 €/mes,Goya (Distrito Salamanca. Madrid Capital),95 m²,2,2
1.150 €/mes,Puerta del Ángel (Distrito Latina. Madrid Capital),105 m²,4,2
950 €/mes,Gaztambide (Distrito Chamberí. Madrid Capital),60 m²,2,1
850 €/mes,Argüelles (Distrito Moncloa-Aravaca. Madrid Capital),50 m²,1,1
800 €/mes,Ríos Rosas (Distrito Chamberí. Madrid Capital),50 m²,1,1
2.500 €/mes,Lista (Distrito Salamanca. Madrid Capital),150 m²,2,2
2.400 €/mes,Castellana (Distrito Salamanca. Madrid Capital),112 m²,2,2
1.500 €/mes,Acacias (Distrito Arganzuela. Madrid Capital),116 m²,3,2
1.450 €/mes,Sanchinarro (Distrito Hortaleza. Madrid Capital),100 m²,2,2
2.150 €/mes,Bellas Vistas (Distrito Tetuán. Madrid Capital),130 m²,3,3
900 €/mes,Las Tablas (Distrito Fuencarral-El Pardo. Madrid Capital),60 m²,1,1
800 €/mes,Las Águilas (Distrito Latina. Madrid Capital),73 m²,3,1
1.250 €/mes,Fuente del Berro (Distrito Salamanca. Madrid Capital),111 m²,3,2
1.600 €/mes,Ríos Rosas (Distrito Chamberí. Madrid Capital),109 m²,3,2
2.600 €/mes,Guindalera (Distrito Salamanca. Madrid Capital),168 m²,3ª planta,"15
 €/m²"
2.300 €/mes,Ríos Rosas (Distrito Chamberí. Madrid Capital),161 m²,3,2
4.200 €/mes,Castellana (Distrito Salamanca. Madrid Capital),280 m²,5,4
2.300 €/mes,Argüelles (Distrito Moncloa-Aravaca. Madrid Capital),140 m²,3,2
2.200 €/mes,Castellana (Distrito Salamanca. Madrid Capital),120 m²,2,2
1.200 €/mes,Trafalgar (Distrito Chamberí. Madrid Capital),70 m²,1,1
1.650 €/mes,Guindalera (Distrito Salamanca. Madrid Capital),120 m²,3,2
930 €/mes,Rejas (Distrito San Blas. Madrid Capital),40 m²,1,1
1.100 €/mes,Trafalgar (Distrito Chamberí. Madrid Capital),77 m²,2,1
1.650 €/mes,Virgen del Cortijo-Manoteras (Distrito Hortaleza. Madrid Capital),97 m²,2,2
1.100 €/mes,Bellas Vistas (Distrito Tetuán. Madrid Capital),50 m²,1,1
2.250 €/mes,Valverde (Distrito Fuencarral-El Pardo. Madrid Capital),173 m²,4,3
1.350 €/mes,Castilla (Distrito Chamartín. Madrid Capital),70 m²,2,2
1.225 €/mes,Simancas (Distrito San Blas. Madrid Capital),118 m²,3,2
1.350 €/mes,Cuatro Caminos (Distrito Tetuán. Madrid Capital),90 m²,2,2
1.045 €/mes,Cortes-Huertas (Distrito Centro. Madrid Capital),50 m²,1,2
1.075 €/mes,Castellana (Distrito Salamanca. Madrid Capital),65 m²,2,1
2.700 €/mes,Goya (Distrito Salamanca. Madrid Capital),185 m²,3,2
1.200 €/mes,Goya (Distrito Salamanca. Madrid Capital),70 m²,2,1
5.300 €/mes,Castellana (Distrito Salamanca. Madrid Capital),372 m²,4,4
900 €/mes,Las Tablas (Distrito Fuencarral-El Pardo. Madrid Capital),1,1,
1.700 €/mes,Trafalgar (Distrito Chamberí. Madrid Capital),2,1,1ª planta
700 €/mes,Casco Histórico de Barajas (Distrito Barajas. Madrid Capital),50 m²,1,1
1.290 €/mes,Guindalera (Distrito Salamanca. Madrid Capital),96 m²,1ª planta,"13
 €/m²"
2.070 €/mes,Embajadores-Lavapiés (Distrito Centro. Madrid Capital),80 m²,4,1
2.500 €/mes,Recoletos (Distrito Salamanca. Madrid Capital),128 m²,2,3
925 €/mes,Ibiza (Distrito Retiro. Madrid Capital),35 m²,2,1
1.200 €/mes,Palacio (Distrito Centro. Madrid Capital),51 m²,2,1
1.290 €/mes,Palacio (Distrito Centro. Madrid Capital),81 m²,2,2
2.600 €/mes,Recoletos (Distrito Salamanca. Madrid Capital),140 m²,3,2
2.800 €/mes,Valdemarín (Distrito Moncloa-Aravaca. Madrid Capital),296 m²,4,4
925 €/mes,Jerónimos (Distrito Retiro. Madrid Capital),54 m²,2,1
1.690 €/mes,Ibiza (Distrito Retiro. Madrid Capital),4,2,
900 €/mes,Embajadores-Lavapiés (Distrito Centro. Madrid Capital),50 m²,1,1
1.250 €/mes,Delicias (Distrito Arganzuela. Madrid Capital),93 m²,4,2
875 €/mes,Almagro (Distrito Chamberí. Madrid Capital),34 m²,1,1
1.300 €/mes,Almenara (Distrito Tetuán. Madrid Capital),130 m²,2,1
1.400 €/mes,Lista (Distrito Salamanca. Madrid Capital),67 m²,1,1
1.100 €/mes,Las Tablas (Distrito Fuencarral-El Pardo. Madrid Capital),86 m²,2,2
1.500 €/mes,Palacio (Distrito Centro. Madrid Capital),50 m²,2,2
1.250 €/mes,Cortes-Huertas (Distrito Centro. Madrid Capital),79 m²,1,1
1.100 €/mes,Fuente del Berro (Distrito Salamanca. Madrid Capital),100 m²,3,1
1.300 €/mes,Castellana (Distrito Salamanca. Madrid Capital),2,1,
2.100 €/mes,Goya (Distrito Salamanca. Madrid Capital),73 m²,3,2
2.600 €/mes,Argüelles (Distrito Moncloa-Aravaca. Madrid Capital),170 m²,4,3
2.150 €/mes,Valdemarín (Distrito Moncloa-Aravaca. Madrid Capital),171 m²,4,4
2.600 €/mes,Valdebebas-Valdefuentes (Distrito Hortaleza. Madrid Capital),180 m²,3,3
900 €/mes,Virgen del Cortijo-Manoteras (Distrito Hortaleza. Madrid Capital),75 m²,1,2
1.295 €/mes,Embajadores-Lavapiés (Distrito Centro. Madrid Capital),60 m²,1,1
2.700 €/mes,Goya (Distrito Salamanca. Madrid Capital),140 m²,3,2
1.600 €/mes,Goya (Distrito Salamanca. Madrid Capital),70 m²,1,1
1.100 €/mes,Ventas (Distrito Ciudad Lineal. Madrid Capital),84 m²,2,1
600 €/mes,Palos de Moguer (Distrito Arganzuela. Madrid Capital),27 m²,1,1
2.500 €/mes,Ríos Rosas (Distrito Chamberí. Madrid Capital),90 m²,2,1
2.205 €/mes,Lista (Distrito Salamanca. Madrid Capital),110 m²,2,2
1.150 €/mes,Sanchinarro (Distrito Hortaleza. Madrid Capital),58 m²,1,1
2.100 €/mes,Goya (Distrito Salamanca. Madrid Capital),168 m²,3,2
5.950 €/mes,Niño Jesús (Distrito Retiro. Madrid Capital),235 m²,4,3
3.000 €/mes,Ríos Rosas (Distrito Chamberí. Madrid Capital),277 m²,4,4
2.000 €/mes,Ibiza (Distrito Retiro. Madrid Capital),150 m²,3,2
1.900 €/mes,Castellana (Distrito Salamanca. Madrid Capital),98 m²,2,2
650 €/mes,Canillas (Distrito Hortaleza. Madrid Capital),39 m²,"16
 €/m²",
900 €/mes,Castillejos (Distrito Tetuán. Madrid Capital),40 m²,1,1
925 €/mes,Trafalgar (Distrito Chamberí. Madrid Capital),45 m²,1,1
1.400 €/mes,Castellana (Distrito Salamanca. Madrid Capital),2,1,
685 €/mes,Ensanche de Vallecas-Valdecarros (Distrito Villa de Vallecas. Madrid Capital),54 m²,1,1
3.800 €/mes,Palomas (Distrito Hortaleza. Madrid Capital),430 m²,6,4
750 €/mes,Palacio (Distrito Centro. Madrid Capital),41 m²,1,1
2.200 €/mes,Ríos Rosas (Distrito Chamberí. Madrid Capital),100 m²,3,2
1.275 €/mes,Universidad-Malasaña (Distrito Centro. Madrid Capital),65 m²,1,1
1.300 €/mes,Almagro (Distrito Chamberí. Madrid Capital),2,1,2ª planta
1.200 €/mes,Lista (Distrito Salamanca. Madrid Capital),71 m²,1,1
1.500 €/mes,Castellana (Distrito Salamanca. Madrid Capital),56 m²,1,1
1.400 €/mes,Universidad-Malasaña (Distrito Centro. Madrid Capital),70 m²,1,1
3.800 €/mes,Castellana (Distrito Salamanca. Madrid Capital),170 m²,4,4
850 €/mes,Vallehermoso (Distrito Chamberí. Madrid Capital),38 m²,2,1
1.500 €/mes,Cuatro Caminos (Distrito Tetuán. Madrid Capital),78 m²,2,1
1.100 €/mes,Goya (Distrito Salamanca. Madrid Capital),50 m²,1,1
855 €/mes,Cuatro Caminos (Distrito Tetuán. Madrid Capital),50 m²,1,1
2.750 €/mes,Goya (Distrito Salamanca. Madrid Capital),105 m²,2,2
1.690 €/mes,Guindalera (Distrito Salamanca. Madrid Capital),92 m²,2,1
1.250 €/mes,Acacias (Distrito Arganzuela. Madrid Capital),113 m²,2,2
1.150 €/mes,Virgen del Cortijo-Manoteras (Distrito Hortaleza. Madrid Capital),120 m²,3,2
1.200 €/mes,Almenara (Distrito Tetuán. Madrid Capital),65 m²,1,1
850 €/mes,Argüelles (Distrito Moncloa-Aravaca. Madrid Capital),57 m²,1,1
1.500 €/mes,Justicia-Chueca (Distrito Centro. Madrid Capital),67 m²,1,2
1.800 €/mes,Castellana (Distrito Salamanca. Madrid Capital),75 m²,2,1
1.500 €/mes,Jerónimos (Distrito Retiro. Madrid Capital),90 m²,2,3
3.700 €/mes,Palacio (Distrito Centro. Madrid Capital),270 m²,4,4
1.980 €/mes,Goya (Distrito Salamanca. Madrid Capital),97 m²,2,2
1.500 €/mes,Casa de Campo (Distrito Moncloa-Aravaca. Madrid Capital),55 m²,1,1
1.500 €/mes,Lista (Distrito Salamanca. Madrid Capital),75 m²,2,1
2.200 €/mes,Castellana (Distrito Salamanca. Madrid Capital),120 m²,2,2
2.850 €/mes,Ríos Rosas (Distrito Chamberí. Madrid Capital),180 m²,4,3
1.350 €/mes,Castellana (Distrito Salamanca. Madrid Capital),85 m²,1,1
1.200 €/mes,Almagro (Distrito Chamberí. Madrid Capital),65 m²,1,1
1.275 €/mes,Castillejos (Distrito Tetuán. Madrid Capital),90 m²,2,2
3.350 €/mes,Recoletos (Distrito Salamanca. Madrid Capital),95 m²,1,2
1.800 €/mes,Goya (Distrito Salamanca. Madrid Capital),105 m²,2,2
1.000 €/mes,Justicia-Chueca (Distrito Centro. Madrid Capital),81 m²,1,1
1.300 €/mes,Castellana (Distrito Salamanca. Madrid Capital),2,1,
945 €/mes,Palos de Moguer (Distrito Arganzuela. Madrid Capital),52 m²,1,2
990 €/mes,Goya (Distrito Salamanca. Madrid Capital),59 m²,2,1
3.500 €/mes,Guindalera (Distrito Salamanca. Madrid Capital),340 m²,6,4
1.175 €/mes,Puerta del Ángel (Distrito Latina. Madrid Capital),70 m²,2,1
1.100 €/mes,Embajadores-Lavapiés (Distrito Centro. Madrid Capital),82 m²,2,1
750 €/mes,Recoletos (Distrito Salamanca. Madrid Capital),37 m²,1,5ª planta
1.550 €/mes,Arapiles (Distrito Chamberí. Madrid Capital),3,2,1ª planta
2.000 €/mes,Recoletos (Distrito Salamanca. Madrid Capital),110 m²,2,2
800 €/mes,Universidad-Malasaña (Distrito Centro. Madrid Capital),50 m²,1,1
3.800 €/mes,Jerónimos (Distrito Retiro. Madrid Capital),158 m²,3,2
900 €/mes,Almendrales (Distrito Usera. Madrid Capital),151 m²,3,2
750 €/mes,Delicias (Distrito Arganzuela. Madrid Capital),35 m²,1,1
800 €/mes,Cortes-Huertas (Distrito Centro. Madrid Capital),44 m²,1,1
550 €/mes,San Diego (Distrito Puente de Vallecas. Madrid Capital),45 m²,1,1
1.095 €/mes,Puerta del Ángel (Distrito Latina. Madrid Capital),70 m²,2,1
760 €/mes,Palos de Moguer (Distrito Arganzuela. Madrid Capital),40 m²,1,1
1.200 €/mes,Lista (Distrito Salamanca. Madrid Capital),65 m²,1,1
975 €/mes,Goya (Distrito Salamanca. Madrid Capital),61 m²,2,1
1.250 €/mes,Guindalera (Distrito Salamanca. Madrid Capital),65 m²,3,1
795 €/mes,Ciudad Universitaria (Distrito Moncloa-Aravaca. Madrid Capital),45 m²,1,6ª planta
850 €/mes,Universidad-Malasaña (Distrito Centro. Madrid Capital),66 m²,1,4ª planta
3.900 €/mes,Almagro (Distrito Chamberí. Madrid Capital),280 m²,4,4
