rent_price,location,sq_mt,bedroom_n,bathroom_n
3.600 €/mes,Valdemarín (Distrito Moncloa-Aravaca. Madrid Capital),264 m²,5,4
2.800 €/mes,Sol (Distrito Centro. Madrid Capital),200 m²,3,2
1.350 €/mes,Universidad-Malasaña (Distrito Centro. Madrid Capital),72 m²,3,1
2.300 €/mes,Castellana (Distrito Salamanca. Madrid Capital),140 m²,2,2
1.000 €/mes,Cuatro Caminos (Distrito Tetuán. Madrid Capital),58 m²,1,1
1.200 €/mes,Casa de Campo (Distrito Moncloa-Aravaca. Madrid Capital),60 m²,1,1
1.600 €/mes,Castellana (Distrito Salamanca. Madrid Capital),95 m²,2,2
1.200 €/mes,Almenara (Distrito Tetuán. Madrid Capital),80 m²,3,1
600 €/mes,Colina (Distrito Ciudad Lineal. Madrid Capital),35 m²,1,1
3.500 €/mes,Embajadores-Lavapiés (Distrito Centro. Madrid Capital),70 m²,4,1
2.900 €/mes,Embajadores-Lavapiés (Distrito Centro. Madrid Capital),140 m²,5,2
850 €/mes,Puerta Bonita (Distrito Carabanchel. Madrid Capital),74 m²,3,1
1.650 €/mes,Gaztambide (Distrito Chamberí. Madrid Capital),60 m²,2,2
1.000 €/mes,Guindalera (Distrito Salamanca. Madrid Capital),60 m²,2,1
2.000 €/mes,Guindalera (Distrito Salamanca. Madrid Capital),95 m²,4,2
5.500 €/mes,Ibiza (Distrito Retiro. Madrid Capital),400 m²,4,5
1.600 €/mes,Palacio (Distrito Centro. Madrid Capital),55 m²,1,"29
 €/m²"
1.400 €/mes,Castilla (Distrito Chamartín. Madrid Capital),53 m²,1,1
2.000 €/mes,Vallehermoso (Distrito Chamberí. Madrid Capital),151 m²,3,3
1.300 €/mes,Goya (Distrito Salamanca. Madrid Capital),80 m²,2,1
1.100 €/mes,Prosperidad (Distrito Chamartín. Madrid Capital),85 m²,3,1
3.100 €/mes,Recoletos (Distrito Salamanca. Madrid Capital),220 m²,4,3
2.050 €/mes,Cortes-Huertas (Distrito Centro. Madrid Capital),120 m²,3,1
1.450 €/mes,Recoletos (Distrito Salamanca. Madrid Capital),70 m²,2,1
18.000 €/mes,El Plantío (Distrito Moncloa-Aravaca. Madrid Capital),1.190 m²,"15
 €/m²",
2.350 €/mes,Cortes-Huertas (Distrito Centro. Madrid Capital),91 m²,3,2
1.625 €/mes,Cortes-Huertas (Distrito Centro. Madrid Capital),92 m²,2,1
931 €/mes,Canillas (Distrito Hortaleza. Madrid Capital),55 m²,1,7ª planta
3.000 €/mes,Recoletos (Distrito Salamanca. Madrid Capital),126 m²,3,2
800 €/mes,Aravaca (Distrito Moncloa-Aravaca. Madrid Capital),50 m²,1,1
8.000 €/mes,Recoletos (Distrito Salamanca. Madrid Capital),240 m²,3,4
5.000 €/mes,Valverde (Distrito Fuencarral-El Pardo. Madrid Capital),119 m²,1,2
850 €/mes,Argüelles (Distrito Moncloa-Aravaca. Madrid Capital),52 m²,1,1
2.900 €/mes,Sol (Distrito Centro. Madrid Capital),220 m²,3,4
900 €/mes,Justicia-Chueca (Distrito Centro. Madrid Capital),54 m²,2,1
1.100 €/mes,Palos de Moguer (Distrito Arganzuela. Madrid Capital),70 m²,2ª planta,
1.350 €/mes,Montecarmelo (Distrito Fuencarral-El Pardo. Madrid Capital),120 m²,3,2
1.350 €/mes,Castellana (Distrito Salamanca. Madrid Capital),90 m²,2,2
1.800 €/mes,Hispanoamérica (Distrito Chamartín. Madrid Capital),115 m²,3,3
1.500 €/mes,Universidad-Malasaña (Distrito Centro. Madrid Capital),80 m²,2,2
3.300 €/mes,Almagro (Distrito Chamberí. Madrid Capital),221 m²,3,4
920 €/mes,Ciudad Jardín (Distrito Chamartín. Madrid Capital),57 m²,1,1
1.600 €/mes,Lista (Distrito Salamanca. Madrid Capital),66 m²,1,1
1.350 €/mes,Universidad-Malasaña (Distrito Centro. Madrid Capital),65 m²,2,1
2.700 €/mes,Argüelles (Distrito Moncloa-Aravaca. Madrid Capital),178 m²,3,2
2.700 €/mes,Ibiza (Distrito Retiro. Madrid Capital),152 m²,3,2
800 €/mes,Bellas Vistas (Distrito Tetuán. Madrid Capital),43 m²,1,1
1.300 €/mes,Trafalgar (Distrito Chamberí. Madrid Capital),60 m²,2,1
1.850 €/mes,Guindalera (Distrito Salamanca. Madrid Capital),84 m²,4,2
1.200 €/mes,Quintana (Distrito Ciudad Lineal. Madrid Capital),83 m²,1,1
850 €/mes,Guindalera (Distrito Salamanca. Madrid Capital),55 m²,1,1
1.250 €/mes,Palomas (Distrito Hortaleza. Madrid Capital),93 m²,2,1
1.200 €/mes,Las Tablas (Distrito Fuencarral-El Pardo. Madrid Capital),120 m²,3,2
2.600 €/mes,Hispanoamérica (Distrito Chamartín. Madrid Capital),165 m²,3,3
1.600 €/mes,Lista (Distrito Salamanca. Madrid Capital),60 m²,2,1
2.200 €/mes,Vallehermoso (Distrito Chamberí. Madrid Capital),105 m²,3,2
1.100 €/mes,Cortes-Huertas (Distrito Centro. Madrid Capital),54 m²,1,1
825 €/mes,Numancia (Distrito Puente de Vallecas. Madrid Capital),50 m²,1,1
900 €/mes,Cuatro Caminos (Distrito Tetuán. Madrid Capital),51 m²,1,1
4.950 €/mes,Hispanoamérica (Distrito Chamartín. Madrid Capital),383 m²,6,5
1.900 €/mes,Sol (Distrito Centro. Madrid Capital),70 m²,2,1
2.700 €/mes,Lista (Distrito Salamanca. Madrid Capital),155 m²,3,3
1.600 €/mes,Universidad-Malasaña (Distrito Centro. Madrid Capital),56 m²,1,1
3.800 €/mes,Recoletos (Distrito Salamanca. Madrid Capital),200 m²,4,4
785 €/mes,Justicia-Chueca (Distrito Centro. Madrid Capital),40 m²,1,1
3.000 €/mes,Recoletos (Distrito Salamanca. Madrid Capital),125 m²,2,3
1.300 €/mes,Embajadores-Lavapiés (Distrito Centro. Madrid Capital),74 m²,1,1
2.300 €/mes,Ibiza (Distrito Retiro. Madrid Capital),175 m²,4,2
1.500 €/mes,Pinar del Rey (Distrito Hortaleza. Madrid Capital),120 m²,3,2
650 €/mes,Bellas Vistas (Distrito Tetuán. Madrid Capital),30 m²,1,1
3.500 €/mes,Lista (Distrito Salamanca. Madrid Capital),166 m²,4,3
3.000 €/mes,Universidad-Malasaña (Distrito Centro. Madrid Capital),202 m²,2,2
3.300 €/mes,Nueva España (Distrito Chamartín. Madrid Capital),199 m²,3,2
2.000 €/mes,Justicia-Chueca (Distrito Centro. Madrid Capital),120 m²,2,1
550 €/mes,Palacio (Distrito Centro. Madrid Capital),15 m²,1,"36
 €/m²"
1.000 €/mes,Fuente del Berro (Distrito Salamanca. Madrid Capital),40 m²,2,1
1.200 €/mes,Imperial (Distrito Arganzuela. Madrid Capital),80 m²,2,2
2.100 €/mes,Gaztambide (Distrito Chamberí. Madrid Capital),150 m²,4,2
1.500 €/mes,Recoletos (Distrito Salamanca. Madrid Capital),70 m²,2,2
1.500 €/mes,Ibiza (Distrito Retiro. Madrid Capital),100 m²,2,1
1.450 €/mes,Fuente del Berro (Distrito Salamanca. Madrid Capital),84 m²,2,1
800 €/mes,Valdezarza (Distrito Moncloa-Aravaca. Madrid Capital),50 m²,2,1
650 €/mes,Colina (Distrito Ciudad Lineal. Madrid Capital),35 m²,1,1
690 €/mes,Delicias (Distrito Arganzuela. Madrid Capital),30 m²,1,"23
 €/m²"
790 €/mes,Palacio (Distrito Centro. Madrid Capital),41 m²,1,1
995 €/mes,Palacio (Distrito Centro. Madrid Capital),62 m²,1,1
1.100 €/mes,Palacio (Distrito Centro. Madrid Capital),65 m²,1,1
650 €/mes,Moscardó (Distrito Usera. Madrid Capital),46 m²,1,1
1.650 €/mes,Lista (Distrito Salamanca. Madrid Capital),59 m²,2,1
825 €/mes,Rejas (Distrito San Blas. Madrid Capital),62 m²,1,1
3.150 €/mes,Nueva España (Distrito Chamartín. Madrid Capital),220 m²,3,3
2.300 €/mes,Goya (Distrito Salamanca. Madrid Capital),137 m²,3,2
1.500 €/mes,Castellana (Distrito Salamanca. Madrid Capital),80 m²,2,1
2.250 €/mes,Adelfas (Distrito Retiro. Madrid Capital),130 m²,3,2
900 €/mes,Pilar (Distrito Fuencarral-El Pardo. Madrid Capital),53 m²,2,1
1.100 €/mes,Guindalera (Distrito Salamanca. Madrid Capital),60 m²,2,1
1.000 €/mes,Ríos Rosas (Distrito Chamberí. Madrid Capital),60 m²,2,1
1.300 €/mes,Guindalera (Distrito Salamanca. Madrid Capital),85 m²,2,1
2.500 €/mes,Recoletos (Distrito Salamanca. Madrid Capital),115 m²,3,3
3.850 €/mes,Almagro (Distrito Chamberí. Madrid Capital),135 m²,1,2
1.800 €/mes,Argüelles (Distrito Moncloa-Aravaca. Madrid Capital),60 m²,1,1
1.700 €/mes,Lista (Distrito Salamanca. Madrid Capital),60 m²,2,1
800 €/mes,San Pascual (Distrito Ciudad Lineal. Madrid Capital),60 m²,2,1
750 €/mes,Casco Histórico de Barajas (Distrito Barajas. Madrid Capital),55 m²,1,1
2.500 €/mes,Colina (Distrito Ciudad Lineal. Madrid Capital),280 m²,5,4
1.899 €/mes,El Plantío (Distrito Moncloa-Aravaca. Madrid Capital),70 m²,2,2
3.000 €/mes,Sol (Distrito Centro. Madrid Capital),217 m²,2,2
1.900 €/mes,Castilla (Distrito Chamartín. Madrid Capital),140 m²,4,3
990 €/mes,Ciudad Jardín (Distrito Chamartín. Madrid Capital),71 m²,1,1
920 €/mes,Valverde (Distrito Fuencarral-El Pardo. Madrid Capital),55 m²,2,3
3.500 €/mes,Vallehermoso (Distrito Chamberí. Madrid Capital),206 m²,4,3
1.795 €/mes,Justicia-Chueca (Distrito Centro. Madrid Capital),67 m²,2,1
1.350 €/mes,Cortes-Huertas (Distrito Centro. Madrid Capital),37 m²,1,1
650 €/mes,Valdezarza (Distrito Moncloa-Aravaca. Madrid Capital),35 m²,1,1
1.450 €/mes,Ciudad Universitaria (Distrito Moncloa-Aravaca. Madrid Capital),100 m²,2,2
900 €/mes,Guindalera (Distrito Salamanca. Madrid Capital),70 m²,1,1
1.160 €/mes,Virgen del Cortijo-Manoteras (Distrito Hortaleza. Madrid Capital),75 m²,2,2
1.600 €/mes,Valdebebas-Valdefuentes (Distrito Hortaleza. Madrid Capital),108 m²,3,2
1.000 €/mes,Almenara (Distrito Tetuán. Madrid Capital),65 m²,2,1
1.900 €/mes,Prosperidad (Distrito Chamartín. Madrid Capital),117 m²,2,2
1.795 €/mes,Hispanoamérica (Distrito Chamartín. Madrid Capital),103 m²,2,2
1.100 €/mes,Palacio (Distrito Centro. Madrid Capital),73 m²,2,2
3.950 €/mes,Niño Jesús (Distrito Retiro. Madrid Capital),246 m²,8,3
3.500 €/mes,Castellana (Distrito Salamanca. Madrid Capital),240 m²,3,4
3.000 €/mes,Almagro (Distrito Chamberí. Madrid Capital),170 m²,4,3
600 €/mes,Embajadores-Lavapiés (Distrito Centro. Madrid Capital),32 m²,1,1
1.050 €/mes,Rosas (Distrito San Blas. Madrid Capital),90 m²,2,2
2.200 €/mes,Lista (Distrito Salamanca. Madrid Capital),70 m²,1,1
2.400 €/mes,Castellana (Distrito Salamanca. Madrid Capital),130 m²,3,2
950 €/mes,Rejas (Distrito San Blas. Madrid Capital),86 m²,3,1
2.500 €/mes,Bellas Vistas (Distrito Tetuán. Madrid Capital),114 m²,2,2
2.919 €/mes,Recoletos (Distrito Salamanca. Madrid Capital),150 m²,3,2
550 €/mes,Universidad-Malasaña (Distrito Centro. Madrid Capital),17 m²,1,4ª planta
620 €/mes,Embajadores-Lavapiés (Distrito Centro. Madrid Capital),26 m²,1,1
990 €/mes,Prosperidad (Distrito Chamartín. Madrid Capital),63 m²,2,1
650 €/mes,El Pardo (Distrito Fuencarral-El Pardo. Madrid Capital),25 m²,1,1ª planta
790 €/mes,Prosperidad (Distrito Chamartín. Madrid Capital),54 m²,1,1
600 €/mes,Pacífico (Distrito Retiro. Madrid Capital),36 m²,1,1
1.500 €/mes,Sol (Distrito Centro. Madrid Capital),62 m²,1,1
800 €/mes,Chopera (Distrito Arganzuela. Madrid Capital),50 m²,2,1
3.000 €/mes,Valdezarza (Distrito Moncloa-Aravaca. Madrid Capital),230 m²,4,2
850 €/mes,Almenara (Distrito Tetuán. Madrid Capital),40 m²,1,1
1.620 €/mes,Adelfas (Distrito Retiro. Madrid Capital),70 m²,2,1
3.995 €/mes,Jerónimos (Distrito Retiro. Madrid Capital),180 m²,3,4
2.000 €/mes,Recoletos (Distrito Salamanca. Madrid Capital),133 m²,2,2
1.950 €/mes,Estrella (Distrito Retiro. Madrid Capital),152 m²,3,3
1.700 €/mes,Vallehermoso (Distrito Chamberí. Madrid Capital),117 m²,4,2
1.300 €/mes,Prosperidad (Distrito Chamartín. Madrid Capital),70 m²,2,1
1.800 €/mes,Castillejos (Distrito Tetuán. Madrid Capital),150 m²,2,3
1.600 €/mes,Ibiza (Distrito Retiro. Madrid Capital),76 m²,2,1
2.500 €/mes,Castellana (Distrito Salamanca. Madrid Capital),118 m²,3,2
3.000 €/mes,Nueva España (Distrito Chamartín. Madrid Capital),241 m²,4,3
1.975 €/mes,Recoletos (Distrito Salamanca. Madrid Capital),100 m²,2,1
2.400 €/mes,Guindalera (Distrito Salamanca. Madrid Capital),220 m²,4,3
700 €/mes,Embajadores-Lavapiés (Distrito Centro. Madrid Capital),39 m²,1,1
1.700 €/mes,Palacio (Distrito Centro. Madrid Capital),109 m²,2,1
1.600 €/mes,Lista (Distrito Salamanca. Madrid Capital),50 m²,2,2
3.100 €/mes,Recoletos (Distrito Salamanca. Madrid Capital),135 m²,2,3
2.800 €/mes,Universidad-Malasaña (Distrito Centro. Madrid Capital),160 m²,4,3
1.700 €/mes,Imperial (Distrito Arganzuela. Madrid Capital),75 m²,2,1
2.000 €/mes,El Viso (Distrito Chamartín. Madrid Capital),115 m²,3,2
1.200 €/mes,Costillares (Distrito Ciudad Lineal. Madrid Capital),105 m²,2,2
1.200 €/mes,Pueblo Nuevo (Distrito Ciudad Lineal. Madrid Capital),100 m²,3,2
1.000 €/mes,Justicia-Chueca (Distrito Centro. Madrid Capital),61 m²,1,1
1.000 €/mes,Prosperidad (Distrito Chamartín. Madrid Capital),76 m²,3,1
1.000 €/mes,Gaztambide (Distrito Chamberí. Madrid Capital),46 m²,1,1
1.120 €/mes,Palacio (Distrito Centro. Madrid Capital),49 m²,1,1
950 €/mes,Ciudad Jardín (Distrito Chamartín. Madrid Capital),70 m²,1,1
550 €/mes,Canillas (Distrito Hortaleza. Madrid Capital),50 m²,1,2ª planta
3.500 €/mes,Castellana (Distrito Salamanca. Madrid Capital),220 m²,4,3
1.000 €/mes,Trafalgar (Distrito Chamberí. Madrid Capital),50 m²,1,1
1.200 €/mes,Pavones (Distrito Moratalaz. Madrid Capital),160 m²,4,1
1.450 €/mes,Almagro (Distrito Chamberí. Madrid Capital),80 m²,3,1
1.550 €/mes,Cuatro Caminos (Distrito Tetuán. Madrid Capital),60 m²,2,1
1.750 €/mes,Goya (Distrito Salamanca. Madrid Capital),109 m²,1,2
4.000 €/mes,Ibiza (Distrito Retiro. Madrid Capital),250 m²,4,3
650 €/mes,Cortes-Huertas (Distrito Centro. Madrid Capital),29 m²,1,1
850 €/mes,Embajadores-Lavapiés (Distrito Centro. Madrid Capital),75 m²,2,1
850 €/mes,Puerta del Ángel (Distrito Latina. Madrid Capital),60 m²,2,1
850 €/mes,Palos de Moguer (Distrito Arganzuela. Madrid Capital),45 m²,2,1
1.500 €/mes,Acacias (Distrito Arganzuela. Madrid Capital),96 m²,3,1
500 €/mes,Universidad-Malasaña (Distrito Centro. Madrid Capital),15 m²,1,1
1.400 €/mes,Sol (Distrito Centro. Madrid Capital),115 m²,2,2
7.000 €/mes,Recoletos (Distrito Salamanca. Madrid Capital),420 m²,6,5
1.600 €/mes,Almagro (Distrito Chamberí. Madrid Capital),62 m²,2,2
2.450 €/mes,Lista (Distrito Salamanca. Madrid Capital),135 m²,1,1
7.500 €/mes,Recoletos (Distrito Salamanca. Madrid Capital),226 m²,4,4
1.300 €/mes,Cortes-Huertas (Distrito Centro. Madrid Capital),77 m²,3,1
850 €/mes,Bellas Vistas (Distrito Tetuán. Madrid Capital),65 m²,2,1
885 €/mes,Almenara (Distrito Tetuán. Madrid Capital),72 m²,1,1
850 €/mes,Sol (Distrito Centro. Madrid Capital),55 m²,1,1
3.000 €/mes,Ríos Rosas (Distrito Chamberí. Madrid Capital),200 m²,3,2
1.450 €/mes,Justicia-Chueca (Distrito Centro. Madrid Capital),75 m²,1,1
1.700 €/mes,Arapiles (Distrito Chamberí. Madrid Capital),68 m²,3,2
2.500 €/mes,Ibiza (Distrito Retiro. Madrid Capital),137 m²,3,2
1.200 €/mes,Argüelles (Distrito Moncloa-Aravaca. Madrid Capital),95 m²,2,2
1.000 €/mes,Justicia-Chueca (Distrito Centro. Madrid Capital),53 m²,1,1
1.390 €/mes,Gaztambide (Distrito Chamberí. Madrid Capital),84 m²,2,2
1.600 €/mes,Ciudad Jardín (Distrito Chamartín. Madrid Capital),96 m²,3,2
3.000 €/mes,Sol (Distrito Centro. Madrid Capital),140 m²,4,4
800 €/mes,Palacio (Distrito Centro. Madrid Capital),30 m²,1,1
1.100 €/mes,Arapiles (Distrito Chamberí. Madrid Capital),56 m²,3,1
1.590 €/mes,Recoletos (Distrito Salamanca. Madrid Capital),68 m²,1,1
5.500 €/mes,Canillas (Distrito Hortaleza. Madrid Capital),500 m²,5,6
1.400 €/mes,Goya (Distrito Salamanca. Madrid Capital),80 m²,2,2
1.000 €/mes,Justicia-Chueca (Distrito Centro. Madrid Capital),38 m²,1,1ª planta
1.400 €/mes,Embajadores-Lavapiés (Distrito Centro. Madrid Capital),97 m²,3,1
950 €/mes,Gaztambide (Distrito Chamberí. Madrid Capital),1,,"Avísame si baja





Guardar




Contactar"
1.250 €/mes,Castillejos (Distrito Tetuán. Madrid Capital),65 m²,2,1
3.500 €/mes,Nueva España (Distrito Chamartín. Madrid Capital),243 m²,5,5
650 €/mes,Embajadores-Lavapiés (Distrito Centro. Madrid Capital),35 m²,2,1
7.500 €/mes,El Viso (Distrito Chamartín. Madrid Capital),520 m²,5,4
1.650 €/mes,Castillejos (Distrito Tetuán. Madrid Capital),148 m²,3,2
1.700 €/mes,Hispanoamérica (Distrito Chamartín. Madrid Capital),85 m²,1,2
950 €/mes,Trafalgar (Distrito Chamberí. Madrid Capital),65 m²,1,1
1.450 €/mes,Castellana (Distrito Salamanca. Madrid Capital),64 m²,2,2
690 €/mes,Embajadores-Lavapiés (Distrito Centro. Madrid Capital),30 m²,1,1
1.800 €/mes,Almagro (Distrito Chamberí. Madrid Capital),90 m²,2,2
1.000 €/mes,Pacífico (Distrito Retiro. Madrid Capital),69 m²,2,1
1.150 €/mes,Argüelles (Distrito Moncloa-Aravaca. Madrid Capital),95 m²,2,1
1.100 €/mes,Universidad-Malasaña (Distrito Centro. Madrid Capital),50 m²,1,1
1.500 €/mes,Prosperidad (Distrito Chamartín. Madrid Capital),105 m²,3,2
2.900 €/mes,Ríos Rosas (Distrito Chamberí. Madrid Capital),225 m²,4,3
1.400 €/mes,Jerónimos (Distrito Retiro. Madrid Capital),103 m²,3,2
750 €/mes,Almenara (Distrito Tetuán. Madrid Capital),40 m²,1,1
2.390 €/mes,Goya (Distrito Salamanca. Madrid Capital),159 m²,3,2
1.500 €/mes,Pueblo Nuevo (Distrito Ciudad Lineal. Madrid Capital),110 m²,2,2
1.350 €/mes,Cortes-Huertas (Distrito Centro. Madrid Capital),80 m²,2,2
1.800 €/mes,Universidad-Malasaña (Distrito Centro. Madrid Capital),130 m²,4,2
2.300 €/mes,Casa de Campo (Distrito Moncloa-Aravaca. Madrid Capital),164 m²,3,3
1.200 €/mes,Virgen del Cortijo-Manoteras (Distrito Hortaleza. Madrid Capital),115 m²,3,2
1.500 €/mes,Castilla (Distrito Chamartín. Madrid Capital),96 m²,1,1
1.100 €/mes,Justicia-Chueca (Distrito Centro. Madrid Capital),45 m²,1,6ª planta
4.100 €/mes,Recoletos (Distrito Salamanca. Madrid Capital),238 m²,3,3
1.700 €/mes,Goya (Distrito Salamanca. Madrid Capital),109 m²,3,2
1.150 €/mes,Ibiza (Distrito Retiro. Madrid Capital),3,1,
1.100 €/mes,Sanchinarro (Distrito Hortaleza. Madrid Capital),70 m²,1,2
2.700 €/mes,Goya (Distrito Salamanca. Madrid Capital),220 m²,4,4
930 €/mes,Embajadores-Lavapiés (Distrito Centro. Madrid Capital),62 m²,2,1
900 €/mes,Timón (Distrito Barajas. Madrid Capital),82 m²,2,1
2.000 €/mes,Hispanoamérica (Distrito Chamartín. Madrid Capital),119 m²,2,2
1.200 €/mes,Castilla (Distrito Chamartín. Madrid Capital),95 m²,3,2
2.500 €/mes,El Viso (Distrito Chamartín. Madrid Capital),150 m²,3,2
2.500 €/mes,Recoletos (Distrito Salamanca. Madrid Capital),120 m²,3,2
1.100 €/mes,Guindalera (Distrito Salamanca. Madrid Capital),83 m²,2,1
1.250 €/mes,Sol (Distrito Centro. Madrid Capital),53 m²,2,1
1.900 €/mes,Prosperidad (Distrito Chamartín. Madrid Capital),115 m²,2,2
2.000 €/mes,Ciudad Universitaria (Distrito Moncloa-Aravaca. Madrid Capital),145 m²,3,3
895 €/mes,Pueblo Nuevo (Distrito Ciudad Lineal. Madrid Capital),40 m²,1,1ª planta
780 €/mes,Moscardó (Distrito Usera. Madrid Capital),51 m²,3,1
5.850 €/mes,Recoletos (Distrito Salamanca. Madrid Capital),250 m²,5,4
525 €/mes,Argüelles (Distrito Moncloa-Aravaca. Madrid Capital),23 m²,1,2ª planta
900 €/mes,Justicia-Chueca (Distrito Centro. Madrid Capital),60 m²,1,"15
 €/m²"
1.100 €/mes,Sol (Distrito Centro. Madrid Capital),75 m²,2,1
1.850 €/mes,Prosperidad (Distrito Chamartín. Madrid Capital),100 m²,2,2
650 €/mes,Numancia (Distrito Puente de Vallecas. Madrid Capital),37 m²,1,1
1.200 €/mes,Pacífico (Distrito Retiro. Madrid Capital),120 m²,3,2
1.350 €/mes,Cortes-Huertas (Distrito Centro. Madrid Capital),45 m²,2,1
1.350 €/mes,Guindalera (Distrito Salamanca. Madrid Capital),67 m²,3,1
1.100 €/mes,Pilar (Distrito Fuencarral-El Pardo. Madrid Capital),105 m²,2,2
2.500 €/mes,Lista (Distrito Salamanca. Madrid Capital),90 m²,2,2
1.300 €/mes,Fuentelarreina (Distrito Fuencarral-El Pardo. Madrid Capital),90 m²,2,1
650 €/mes,Pueblo Nuevo (Distrito Ciudad Lineal. Madrid Capital),28 m²,1,4ª planta
1.449 €/mes,Castillejos (Distrito Tetuán. Madrid Capital),58 m²,2,1
1.200 €/mes,Palacio (Distrito Centro. Madrid Capital),80 m²,3,1
1.500 €/mes,Universidad-Malasaña (Distrito Centro. Madrid Capital),70 m²,2,1
5.500 €/mes,Nueva España (Distrito Chamartín. Madrid Capital),274 m²,4,5
875 €/mes,Pilar (Distrito Fuencarral-El Pardo. Madrid Capital),55 m²,2,1
750 €/mes,Casco Histórico de Barajas (Distrito Barajas. Madrid Capital),47 m²,1,1
790 €/mes,Recoletos (Distrito Salamanca. Madrid Capital),40 m²,1,"19
 €/m²"
5.500 €/mes,Casa de Campo (Distrito Moncloa-Aravaca. Madrid Capital),360 m²,4,5
3.800 €/mes,Goya (Distrito Salamanca. Madrid Capital),200 m²,4,3
650 €/mes,Aluche (Distrito Latina. Madrid Capital),38 m²,1,1ª planta
775 €/mes,Universidad-Malasaña (Distrito Centro. Madrid Capital),30 m²,1,1ª planta
1.200 €/mes,Puerta Bonita (Distrito Carabanchel. Madrid Capital),72 m²,3,1
1.300 €/mes,Goya (Distrito Salamanca. Madrid Capital),60 m²,2,1
1.600 €/mes,Recoletos (Distrito Salamanca. Madrid Capital),60 m²,1,1
950 €/mes,Pilar (Distrito Fuencarral-El Pardo. Madrid Capital),74 m²,3,1
1.300 €/mes,Ríos Rosas (Distrito Chamberí. Madrid Capital),60 m²,1,3ª planta
1.250 €/mes,Alameda de Osuna (Distrito Barajas. Madrid Capital),98 m²,4,2
1.450 €/mes,Castilla (Distrito Chamartín. Madrid Capital),104 m²,3,2
990 €/mes,Castilla (Distrito Chamartín. Madrid Capital),60 m²,2,1
3.300 €/mes,Castilla (Distrito Chamartín. Madrid Capital),332 m²,4,4
900 €/mes,Argüelles (Distrito Moncloa-Aravaca. Madrid Capital),60 m²,2,1
2.600 €/mes,Recoletos (Distrito Salamanca. Madrid Capital),140 m²,3,2
2.800 €/mes,Cuatro Caminos (Distrito Tetuán. Madrid Capital),212 m²,4,3
2.800 €/mes,Cuatro Caminos (Distrito Tetuán. Madrid Capital),180 m²,3,3
4.000 €/mes,Piovera (Distrito Hortaleza. Madrid Capital),338 m²,5,4
1.700 €/mes,Ríos Rosas (Distrito Chamberí. Madrid Capital),110 m²,2,1
1.500 €/mes,Cuatro Caminos (Distrito Tetuán. Madrid Capital),100 m²,2,1
825 €/mes,Costillares (Distrito Ciudad Lineal. Madrid Capital),50 m²,1,planta 18
3.950 €/mes,Niño Jesús (Distrito Retiro. Madrid Capital),324 m²,8,3
3.600 €/mes,Castellana (Distrito Salamanca. Madrid Capital),182 m²,3,3
3.950 €/mes,Adelfas (Distrito Retiro. Madrid Capital),262 m²,7,3
3.500 €/mes,Argüelles (Distrito Moncloa-Aravaca. Madrid Capital),190 m²,3,3
900 €/mes,Cortes-Huertas (Distrito Centro. Madrid Capital),53 m²,2,1
980 €/mes,Universidad-Malasaña (Distrito Centro. Madrid Capital),35 m²,1,1
1.100 €/mes,Rejas (Distrito San Blas. Madrid Capital),106 m²,2,2
900 €/mes,Opañel (Distrito Carabanchel. Madrid Capital),56 m²,2,1
2.400 €/mes,Almagro (Distrito Chamberí. Madrid Capital),82 m²,2,2
900 €/mes,Rejas (Distrito San Blas. Madrid Capital),89 m²,3,2
1.850 €/mes,Niño Jesús (Distrito Retiro. Madrid Capital),151 m²,3,2
600 €/mes,San Diego (Distrito Puente de Vallecas. Madrid Capital),32 m²,1,1
850 €/mes,Ríos Rosas (Distrito Chamberí. Madrid Capital),45 m²,1,4ª planta
1.100 €/mes,Almenara (Distrito Tetuán. Madrid Capital),75 m²,2,2
1.800 €/mes,Cortes-Huertas (Distrito Centro. Madrid Capital),90 m²,3,2
1.925 €/mes,Lista (Distrito Salamanca. Madrid Capital),80 m²,2,2
2.800 €/mes,Sol (Distrito Centro. Madrid Capital),228 m²,3,2
2.800 €/mes,Recoletos (Distrito Salamanca. Madrid Capital),127 m²,2,2
850 €/mes,Bellas Vistas (Distrito Tetuán. Madrid Capital),39 m²,1,1
1.600 €/mes,Fuente del Berro (Distrito Salamanca. Madrid Capital),115 m²,3,2
990 €/mes,Justicia-Chueca (Distrito Centro. Madrid Capital),40 m²,1,1
1.300 €/mes,Retiro (Madrid Capital),112 m²,3,2
1.300 €/mes,Lista (Distrito Salamanca. Madrid Capital),62 m²,2,2
2.200 €/mes,Castellana (Distrito Salamanca. Madrid Capital),112 m²,2,2
3.850 €/mes,Jerónimos (Distrito Retiro. Madrid Capital),242 m²,4,4
4.400 €/mes,Palacio (Distrito Centro. Madrid Capital),250 m²,3,3
1.800 €/mes,Cortes-Huertas (Distrito Centro. Madrid Capital),55 m²,1,1
1.500 €/mes,Justicia-Chueca (Distrito Centro. Madrid Capital),90 m²,1,1
1.600 €/mes,Universidad-Malasaña (Distrito Centro. Madrid Capital),75 m²,2,1
3.500 €/mes,El Viso (Distrito Chamartín. Madrid Capital),260 m²,4,5
3.995 €/mes,Jerónimos (Distrito Retiro. Madrid Capital),200 m²,3,4
1.700 €/mes,Prosperidad (Distrito Chamartín. Madrid Capital),124 m²,3,2
